feature,coef,abs_coef
cat__Station_Aligarh Lodha Aisi Kol,-8.717042712383943,8.717042712383943
cat__Station_Aligarh Lodha Mahrawalpur Nagariya,-7.4708752264047575,7.4708752264047575
cat__Station_Amchurnirua,11.757444344197097,11.757444344197097
"cat__Station_Anganwadi Kedra, Baini",3.2595881551484354,3.2595881551484354
cat__Station_Aryavart Madhyamik Vidhyalaya Sindhora,0.03346501070313934,0.03346501070313934
cat__Station_Aswaniya Pr. Vid.,0.8057068821847224,0.8057068821847224
cat__Station_Awagarh (UP-005),-6.427306570179553,6.427306570179553
cat__Station_Azamgarh Ahiraula Bahera,0.6642697300590044,0.6642697300590044
cat__Station_Azamgarh Ahiraula Kandara,0.6805217628129867,0.6805217628129867
cat__Station_Azamgarh Atrauliya Atrauliya,1.6099189040116926,1.6099189040116926
cat__Station_Azamgarh Jahanganj Godhaura,-0.1953256960505314,0.1953256960505314
cat__Station_Azamgarh Lalganj Lalganj,0.4835874384871204,0.4835874384871204
cat__Station_Azamgarh Palhana Balahi Lahucha,-0.6778266535457078,0.6778266535457078
cat__Station_Azamgarh Palhana Jamui Bhatauli,1.472060463929779,1.472060463929779
cat__Station_Azamgarh Pavai Velasiya,0.047344284297764716,0.047344284297764716
cat__Station_Azamgarh Sathiyavn Gajahada,0.7205970129955404,0.7205970129955404
cat__Station_Azamgarh Thekama Bardah,0.2215054042758311,0.2215054042758311
cat__Station_B.D.O Office Bhatini,0.8465259487925465,0.8465259487925465
cat__Station_B.D.O. Office Lar,-1.002766597399841,1.002766597399841
"cat__Station_B.D.O. Office, Binauli",-5.649249327137284,5.649249327137284
cat__Station_BADHANI PRATHMIK VIDYALAYA,0.263836165066877,0.263836165066877
cat__Station_BANI KHAS C.V. VIDYALAYA,0.5363129379129532,0.5363129379129532
cat__Station_BANSGAON PRATHMIK VIDYALAYA,-0.1738782641809209,0.1738782641809209
cat__Station_Babina Rular,20.530498721058905,20.530498721058905
cat__Station_Badaun Salarpur BDO Office,-3.54361919300959,3.54361919300959
cat__Station_Badaun Ujhani Sports Stadium,0.050920519185183366,0.050920519185183366
cat__Station_Badaun Usawan BDO Office,-3.7935251083428057,3.7935251083428057
cat__Station_Badhai Khurd Pr. Vid.,3.0169244691105632,3.0169244691105632
cat__Station_Badhouli,19.28913905124216,19.28913905124216
cat__Station_Baghpat Meerut Kheda Balrampur Itiyara,-2.2788749629994207,2.2788749629994207
cat__Station_Banda Baberu Anvan,-2.0711151445757423,2.0711151445757423
cat__Station_Banda Baberu Umrehani,-4.466068916049835,4.466068916049835
cat__Station_Banda Badokhar Khurd Chatgan,-8.689728036226143,8.689728036226143
