station,district,n_windows,stride_rows,raw_rows,xgb_raw_rmse,xgb_stride_rmse,ridge_raw_rmse,ridge_stride_rmse,persist_raw_rmse,persist_stride_rmse,clim_raw_rmse,clim_stride_rmse
Jaunpur Dobhi Kachhawan,JAUNPUR,6,6,701,3.2347996161132344,2.965016582306386,4.343151405422943,4.756753922297966,3.0748867102177653,2.767189168475747,6.425893469820794,6.312249695005332
Jaunpur Dobhi Kakarapar,JAUNPUR,6,6,715,1.182323588533538,2.0238999909222244,2.7860908141566663,3.010938074844786,1.0600480955707268,1.8962829419307579,4.538241883836172,4.596087736266141
Jaunpur Jalalpur Katuwani,JAUNPUR,6,6,709,0.4062226147590896,0.33520471493495246,1.1187742009971129,1.0469803025799962,0.400764369720506,0.29196847032137385,0.3527803786520252,0.2647287330142566
Jaunpur Jalalpur Vanpurwa,JAUNPUR,6,6,705,1.633932875983299,1.4638523792635199,2.4323701826745276,2.4465174153651823,1.613334812021846,1.2728775515733,2.2509671635359854,1.8460186904518827
Jaunpur Jalalpur Vind,JAUNPUR,6,6,717,0.7567136128056906,0.5526149181316755,1.4096215508192995,1.4276345986010448,0.8212033885054933,0.5244647339928401,0.7279569195909625,0.46559310367647927
Jaunpur Kerakat  Kharg Senpur,JAUNPUR,6,6,707,0.6725234301758336,0.6039167787305721,0.8228749393751111,0.5477732343697839,0.7668138356501245,0.5751433976941321,0.7402329451878102,0.8027133396980313
Jaunpur Kerakat Barbaspur (Sohani),JAUNPUR,6,6,713,0.27488444695342723,0.26473568012898396,0.747659198987162,0.6304802598259447,0.03277417530228628,0.030097143587556125,0.3602810576477214,0.3665837710114584
Jaunpur Kerakat Mahali,JAUNPUR,7,7,721,0.25876364811271596,0.2629365444192875,2.008325119936268,1.9988700943142619,0.06479132020431047,0.051781154103851056,1.8183636475135212,1.7213342373855334
Jaunpur Kerakat Nihalapur,JAUNPUR,6,6,707,0.5276096561875827,0.3340044474275644,1.4853581255568227,1.4350109730173455,0.6370482062627798,0.37468147526585255,0.7492692150803186,0.7006543329239554
Jaunpur Rampur Kamaruddin,JAUNPUR,6,6,703,0.40502710087808796,0.38674216900001485,0.4299680817132654,0.3772625913650555,0.1996808807730685,0.18788833932238055,1.0993014344178405,1.1020471055797325
Jaunpur Rampur Kaseru Nonara,JAUNPUR,6,6,680,0.48778009742230793,0.14745225532899045,1.0895048804724157,1.1014002590599958,0.6735851575340888,0.2563149701508147,0.67568934628665,0.6729583129097612
Jaunpur Rampur Kathwatiya,JAUNPUR,7,7,721,0.7241149636944195,0.6332315571693407,1.1991734589437206,1.1886044219018157,0.5021809219403215,0.5060518226560283,0.9871317131935873,0.9408584695490719
Jaunpur Rampur Sultanpur,JAUNPUR,6,6,669,0.996523622261639,0.8145431064353725,1.0664953303611433,0.9323351842070103,1.2748548147997507,1.1386352399482276,0.7999681680770909,0.8604582206807235
KOSHAK IMAM PRATHMIK VIDYALAYA,KAUSHAMBI,6,6,609,1.8981247010434923,3.821714984565104,4.330322696441875,4.529517701223904,1.8514559172747136,3.722671932636502,5.961683370033268,6.081022120538312
Khojapur,AZAMGARH,7,7,761,0.5452764819789971,0.5532957597944518,2.5494604192625525,2.318435998957424,0.6563405666641616,0.6995863201707121,2.6310198013356385,2.421022097181206
Khursropur,MUZAFFARNAGAR,7,7,753,0.5502324820673219,0.7704179054956403,0.9654381081576194,0.8577836987167491,0.5403366611088308,0.816984241541119,1.2622750454509974,1.2208783635852647
Kushinagar Captanganj Captanganj,KUSHINAGAR,7,7,721,0.33336104066949146,0.3385690280179327,0.4063170693376484,0.46945487998989893,0.4365171592693364,0.46874307550692373,0.32339318547178286,0.3547788616513156
Kushinagar Captanganj Senduriya Vishunpur,KUSHINAGAR,7,7,837,0.5506339523249003,0.43320338174887985,0.8783638095795842,0.8448106851922181,0.6618718031976629,0.5490110478861667,0.7106910094044457,0.716913353342227
Kushinagar Dudhai Dudhai,KUSHINAGAR,6,6,682,0.34690914062704603,0.4212984240716474,0.7191434833102374,0.8098644970184989,0.5030632415134522,0.6019493615069026,0.8676029689112453,0.8636589524627075
Kushinagar Dudhai Gorariya,KUSHINAGAR,6,6,708,0.6940126024688685,0.8684643478222537,0.7212275252893772,0.8844455743086639,0.811292904282911,1.0251483933173262,0.7375645909661432,0.7068971121733869
Kushinagar Dudhai Lala Chhapra,KUSHINAGAR,7,7,721,0.5653755199582645,0.6224807190370852,0.7416454052630168,0.9563880217120582,0.7168488491871772,0.8385286990868928,0.7730306378328151,0.9404973446046159
Kushinagar Fazilnagar  Belwakala,KUSHINAGAR,7,7,721,0.8638036338713352,0.9616650975795149,0.8412508858356009,1.0672244029402425,0.989322688603353,1.199227059445812,0.7049513075022336,0.7867384624092856
Kushinagar Fazilnagar Jokwa Bujurg,KUSHINAGAR,7,7,721,0.9716123589751169,1.0733020004796128,1.0177750434126158,1.2000497745783998,1.1708498608801963,1.3093703345342693,0.9868443059807263,1.1495578284248502
Kushinagar Fazilnagar Narayanpur Khoti,KUSHINAGAR,7,7,721,0.8396386113453748,0.8396001450626307,0.990682451009299,1.1296588303100836,0.7460994043423929,0.8912594534786757,1.146515983987223,1.2413287696397426
Kushinagar Khadda Basdila,KUSHINAGAR,6,6,709,0.3173713501839796,0.42249331187136224,0.3933220729402895,0.4610719897438545,0.49657040966810456,0.6079276152775546,0.2806876011155432,0.22718635405233426
Kushinagar Khadda Khadda,KUSHINAGAR,3,3,282,0.38154886134689747,0.5456230916740908,0.6129939324950175,0.8006832128349336,0.3329638171783865,0.35213869511256013,1.1233774618373757,1.5797385414602634
Kushinagar Motichak Mathauli Bazar,KUSHINAGAR,7,7,721,0.6805530480809485,0.6729172166414646,0.8568180652955958,0.950876324030431,0.8656265048359651,0.898873397447565,0.8330977961912864,0.8903652080023298
Kushinagar Motichak Motichak,KUSHINAGAR,7,7,837,0.6431920632869691,0.5794353233091198,0.6941592514607888,0.6467702151428802,0.7166495125710783,0.6605658649010178,0.2864630966489008,0.3465828569008151
Kushinagar Sewarhi  Rampur Bagra N0.2,GORAKHPUR,6,6,716,0.6815748609878602,1.0689317339048987,1.226661338366611,1.2114429614074085,0.7689245739172914,1.079911923155218,1.3582280498864394,1.2552585490185915
Kushinagar Sewarhi Sewarhi,KUSHINAGAR,7,7,721,0.5023592213747623,0.5419468068941417,0.6827131495198456,0.8998882644100227,0.7108188976741739,0.7904839100346773,0.8050568163493557,0.9810963039321297
Kushinagar Tamkuhi Rajwatiya,KUSHINAGAR,7,7,815,0.5682350270511207,0.5867123041597406,1.1522006313887625,1.2253316522920448,0.6970495304144924,0.7728949218493097,1.4947521572971325,1.49126099939064
Kushinagar Tamkuhi Tamkuhi,KUSHINAGAR,6,6,714,0.9469177391534183,0.8170429248123897,1.0834870351794603,1.1775957208359638,0.9644515162525137,0.9371975463813793,1.2854640655029952,1.2108532562691456
Lagdi Gullar Prathmik Vidyalaya,SHRAWASTI,7,7,765,0.4975487204740047,0.37311966915619954,0.64301760839577,0.5888139399072239,0.4693734811167948,0.3366518255594981,0.7052936388826955,0.5260035309137477
MANDHATA PURV MADHYAMIK VIDYALAYA,PRATAPGARH,7,7,746,0.4974069665635837,0.31320760785234397,0.6111349109019693,0.577975139513292,0.5108020380284657,0.3388941621848799,0.7445744995950211,0.4261479396503681
"Madhyamik Vidhyalaya, Dulha Daul",MIRZAPUR,7,7,747,1.3193016937625281,1.2484789840717465,1.2197081272116563,1.2744756509178359,1.4376175355600642,1.368452768923334,3.4675941819585745,3.1560167377657464
"Mahadeva Temple, Mahadeva",SANT RAVIDAS NAGAR,7,7,738,0.6319808021112746,0.6502075345602303,1.488253639366723,1.6599868465136143,0.7379451422881826,0.7377834257799022,3.1096613061063207,3.1166073935985796
Maharajganj Dhani Nausagar,MAHARAJGANJ,6,6,632,0.8141648256135905,0.7257810244686324,0.577170456774884,0.29594501196804496,0.8598509524195884,0.6742450508706527,0.3227870600504639,0.2265338638452627
Maharajganj Mithaura Bhagatar,MAHARAJGANJ,6,6,647,0.42513928094980513,0.28603252506200494,0.6293632587723996,0.5689788639776937,0.5104378972784568,0.3042107521668653,0.602123235862562,0.6717781540882263
Maharajganj Mithaura Madanpura,MAHARAJGANJ,7,7,795,0.3802358977398198,0.23339957715523868,0.4159683623613061,0.4016304294503107,0.3012479401315195,0.25718283822050403,0.785512117599939,0.5836332657915346
Maharajganj Nautanwa Purniha,MAHARAJGANJ,6,6,616,0.9935453514914544,1.2506545616886156,0.9537325617189254,1.077506844450481,1.2117396289399731,1.4685849574532386,0.3061905227771959,0.2691623150663031
Maharajganj Nautanwa Sampatiha,MAHARAJGANJ,6,6,698,0.8100597089051448,0.8678140237457878,0.8156120444088294,0.8673279355900633,0.9394807753351372,1.1254553301784609,0.5660391298457185,0.22447490711635704
Maharajganj Nichlaul Balaekhor,MAHARAJGANJ,7,7,801,0.7331995178376142,0.9062774339735549,0.8587284690026235,0.8946991986911348,0.8551809969228515,1.124212738523959,0.8136592557702927,0.7682960871175635
Maharajganj Nichlaul Garaura,MAHARAJGANJ,7,7,798,0.5383787986909419,0.5108867801602675,0.6629323091571087,0.7256178975372098,0.714387576246606,0.738665127927132,0.3162606155495127,0.2907994053412513
Maharajganj Siswa Siswa,MAHARAJGANJ,6,6,698,0.6526629781383725,0.748782460027983,0.7151558788839949,0.8766843634164682,0.8410022468440753,1.0174289113123256,0.7079241006296512,0.41315198163385763
Mahgaon (UP-031),KAUSHAMBI,7,7,726,1.1367983498816339,1.7384194417935266,0.9379081286155215,1.370084327998055,1.220180547113882,1.8252798793349057,1.0107694159471778,1.4357521179439072
Mahoba Charkhari Kuaan,MAHOBA,7,7,839,1.0054327100861369,1.1559506308639862,1.4712591049543489,1.313561154236935,1.0276911630206067,1.1598071741238505,1.36480801470357,1.038203092229206
Mahoba Charkhari Natara,MAHOBA,7,7,829,2.3815156175929224,2.6159459870177026,2.591898896562576,2.6496416310776065,2.619343574964049,2.836363940109522,1.2000870337532246,0.931639196529386
Mahoba Charkhari Padha,MAHOBA,6,6,714,2.439391643607781,2.1678391392581204,2.6305314407073075,1.835508197420627,2.6546205886203014,2.3003261363013756,3.0431308568860187,4.221180225274101
Mahoba Jaitpur saguniyamaph,MAHOBA,6,6,716,0.8326805728606368,0.23589329707577725,0.9274522961660441,0.3936029154808527,1.050135974449358,0.3564089432519645,1.0216671546434235,0.991283807687919
Mahoba Kabrai Karaha,MAHOBA,7,7,827,1.3094114653584024,1.4825508750135483,4.790635822892125,4.819544446894968,1.5609761648644311,1.7639411002594167,8.358645975324611,8.272344242946465
Mahoba Kabrai Sisri Kala,MAHOBA,6,6,713,0.9472837647481397,0.566825420471901,1.034287126286751,0.6575575520855422,1.2387560667970088,0.8978969593290019,1.288827690017582,1.269341739832893
Mahoba Panwari Didvara,MAHOBA,6,6,693,2.081526541502094,0.46626667068708816,4.3322959174639735,3.2472980102231768,2.3232095730145295,0.7622774610051795,5.552685336343964,4.595137260972431
Mainpuri Karhal  Rajpur,MAINPURI,5,5,537,1.067002288193023,0.8787651672736219,0.8970440099750482,0.5946022538884183,1.2243200320710859,1.039326020644206,0.9437522886994716,0.8807454840298011
Mainpuri Karhal Mohabbatpur,MAINPURI,8,8,844,0.41528527647933366,0.5205316270339627,0.6642493235444743,0.8368236881940869,0.502299374332026,0.6402521805489747,0.748462022223332,0.7257450876800109
Mainpuri Karhal Naglamdari,MAINPURI,7,7,721,1.0102742718807056,0.9211671800421145,0.850195967693561,0.8590590970221673,1.1511046357967714,1.051247911927833,0.5559821471827407,0.5656159413463864
Mainpuri Karhal Takhrau,MAINPURI,8,8,867,0.4320675827660063,0.526443188471308,0.9973132782393295,1.0208179846331573,0.417426284516213,0.535670476516117,1.2735555584736393,1.249546888796234
Mainpuri Karhal Timrakh,MAINPURI,7,7,837,0.5066894673595095,0.5181845464634294,0.5064545917625423,0.3402078466431377,0.4250137260669732,0.48461295430335805,0.8872883149396117,0.563399849905035
Mandi Samiti-Muzaffar Nagar-Medium,MUZAFFARNAGAR,6,6,688,1.639882326311562,1.7241519544723793,2.2427505898261004,2.080357278900065,1.8629611178176448,1.9040429636612268,1.723623875952007,1.1387269680266763
Mathura Baldeo  Khanpur,MATHURA,6,6,720,0.5371629034059835,0.5336027121167882,3.5562109252956025,3.5721899433380067,0.49475484168404754,0.4573751379978168,4.848191521019737,4.866628499267006
Mathura Chaumuha Navagaon-11,MATHURA,7,7,721,1.3678594375588078,2.163860699685691,2.4645208747319605,3.202134025984973,1.326239892228701,2.1450792661926137,3.308758268117793,3.864083133750325
Mathura Chhata Chandauri,MATHURA,6,6,693,0.8349529803021969,0.735472939777306,2.108206010731358,2.3397661232540594,0.7624264792264522,0.6392833831936129,2.5762555615738267,2.8452334043605894
Mathura Nandgaon Nandgaon Dehat,MATHURA,7,7,721,0.18203326814863596,0.19450497266427078,0.49736129982709126,0.5410129189512133,0.12609804883921374,0.1806421048191386,0.1754811174892885,0.20398604444216395
Mathura Nandgaon Vathainkala,MATHURA,6,6,703,0.37472560091564555,0.2208600883934255,0.5691539413377279,0.6495663622077762,0.27862001214856336,0.2116266285947624,0.579292999055169,0.6249575904592928
Mathura Naujheel Badharra,MATHURA,7,7,721,0.6072634297201555,0.5548711097670859,1.106132189661128,1.119256312085977,0.7138796570485133,0.6649334207659373,1.4031574025847653,0.9650237030870497
Mathura Pharah Nagala Medhaki,MATHURA,8,8,851,0.3236985297670946,0.38033257103232637,2.316594336414814,2.3935707707277896,0.3175391648706565,0.3499916210166233,3.256183565008688,3.295944259554093
Mathura Rayan Kharaba,MATHURA,8,8,859,0.5551860199953869,0.32517903470527015,0.9772907082460874,1.046893747374159,0.48981974009564855,0.32578667609737144,1.4555387994421758,1.0018605846505737
Meerut Janikhurd Afjalpur Pavati,MEERUT,6,6,712,1.041218403647879,1.02661963749307,0.9296400553634315,1.0076572233722427,1.2222828069295706,1.2244289554948966,0.8082054183712112,0.5374051727828788
Meerut Janikhurd Satvai,MEERUT,6,6,692,0.6721765073131891,0.5807138356479912,0.960223245256602,1.0774707526736385,0.8101758701646006,0.7311671419042944,0.6838152795346667,0.4196225402961433
Meerut Sardhana Chhabariya,MEERUT,5,5,528,0.5008621110550943,0.3793471669416994,0.5268571294708155,0.4780253710660534,0.3479881954578071,0.2791943065600033,0.2957341503404638,0.24075394164305333
"Nagar Palika Campus, Gyanpur",SANT RAVIDAS NAGAR,7,7,739,0.6302927302381495,0.6303992939834598,1.2205746001648072,1.126670216050123,0.7361168135107578,0.7761585940457502,0.8944589284686976,0.7557195867185132
Navrasia,AZAMGARH,7,7,761,0.7783453813097218,0.7602496687463248,1.4300433669488046,1.2380504932188574,0.8893774889027152,0.9019161207495153,0.8466859546817421,0.6060221439704854
Niwabhari Prathmik Vidyalaya,SHRAWASTI,7,7,765,0.43534150198251137,0.3710339233713537,0.9501767159454595,0.7703186045962972,0.42245634888962896,0.3259068534576624,0.907082399552937,0.6478913034769272
"Office of Assistant Director, Resham",SONBHADRA,7,7,820,1.7217016776024479,1.2952976945697623,2.441222393600882,1.9504340323309795,1.9478468872467813,1.5353896695080902,2.952530402376463,2.0825844172351604
"Office of the Development Officer, Dakore",JALAUN,7,7,829,1.0473777015445989,1.155142560416521,1.1661973535640746,1.247535964857012,1.0885972341752386,1.2813846130858966,5.018873164637403,4.480720516249821
PAHARPUR BARIGAWA PRATHMIK VIDYALAYA,FATEHPUR,7,7,743,0.49939848732187403,0.572059207308241,3.308419327667634,3.491433574617013,0.5067549428053209,0.5025925436450883,4.130831043064729,4.241441908898058
PRIMARY SCHOOL BAKAR GANJ,KAUSHAMBI,7,7,746,0.5536550757085692,0.4489899854947199,0.8498115402556543,0.7121033602397949,0.5404325673906751,0.2349359841859542,1.5977249387941577,1.3063072824836583
PRIMARY SCHOOL RAMUGHAT,GORAKHPUR,7,7,747,0.42362572107800367,0.43636179212625625,0.6488010522789383,0.7840487331332595,0.3817387806253535,0.37891413508198857,1.1237192812382881,1.2506576113443244
Panchayat Bhawan Kuda Nar Singhpur,BUDAUN,7,7,793,0.40008170493250206,0.2930871976372381,0.5471424515271645,0.46564014672984055,0.37410925102516,0.19680584846037671,0.6326203724302505,0.4885995132774907
Panchayat Bhawan Usmanpur,BUDAUN,7,7,829,0.17120444109259172,0.12022416699150078,0.252922132794085,0.21704569312537345,0.16448562046652473,0.11750922596905927,0.561197512530093,0.33881762635460894
"Panchayat Bhawan, Dohri",MIRZAPUR,7,7,763,0.5158114001625377,0.6495173006576028,3.0873462770412514,3.246455489732098,0.47040254928394454,0.5084814749761578,2.6437024809000667,2.9862550001000914
"Panchayat Bhawan, Kul Doomri",SONBHADRA,7,7,747,0.6313462615033074,0.670864201448962,1.0822697804962884,1.0822191890249364,0.5171181071994985,0.5621971628305619,1.3180619546325025,1.1921120350733256
"Panchayat Bhwan, Kon",SONBHADRA,7,7,754,0.5349096612248959,0.5929017403137401,0.8346035510740172,0.9855994221060281,0.44530523503538966,0.45894252929996987,0.4635729958115993,0.543568309591775
Piparaond,CHITRAKOOT,2,2,182,4.374250267334111,2.84117558683471,3.81416321878653,4.415403568478263,1.170067959303811,0.8570297718024368,7.582518362046697,7.051622400002871
Poorv Madhamik Vidhyalaya Kaseti,ETAH,7,7,829,0.6722653935933117,0.7556244795567048,1.6036353543656003,2.04122932027843,0.7535991550238885,0.8748239596423304,2.519297029110223,3.0654113191876173
Prathmik Vidhyalaya Bant,LALITPUR,7,7,829,0.8459759183484734,0.45567143747408795,0.9042214300990248,0.8414437560277404,1.078331541352837,0.6067235942548733,1.5182727748975606,1.369432599688384
Prathmik Vidhyalaya Barha,JALAUN,7,7,825,0.30659776526807253,0.1580921472225728,0.512288943504721,0.535733861710135,0.27043354548784254,0.050835860705191464,0.9412337466896703,0.9253614749788324
Prathmik Vidhyalaya Mahugarh,MIRZAPUR,7,7,755,0.450159947156752,0.4301009187670398,0.8549418038790999,0.7282035810193207,0.4868192318872845,0.40172909302578613,1.0456534243099378,0.8371734046921281
Prathmik Vidhyalaya Manohari,JALAUN,7,7,829,1.9229795523567113,1.7792600363937947,1.612276239231214,1.620493658212667,2.135092721033006,2.036905898896361,4.532469502189734,1.4683192389261928
Prathmik Vidhyalaya Pahalgaon,JHANSI,7,7,821,0.835592603714143,0.44688428414576703,0.6521149965885658,0.3955260264924176,0.9496746554612938,0.5671657460319783,4.721182952491464,5.672634835566147
Prathmik Vidhyalaya Pipra Sarvan,DEORIA,7,7,821,0.3214317912760034,0.24637898603824307,0.5949514717604301,0.5949189970471042,0.3294311777348694,0.3203239128885738,0.5970399795901352,0.57407059592627
Prathmik Vidhyalaya Sirasiya Pawar,DEORIA,7,7,821,0.4238589167476452,0.6160803337999312,1.821592988878929,1.9116552508013014,0.5805660946667314,0.7673530290460722,1.403545685871366,1.2589782111540748
Prathmik Vidhyalaya Takuli (Durahi Maafi),BANDA,7,7,797,1.5469821341164118,0.9995468013940506,1.2407777813052907,0.5610716862191362,1.6687938878158568,1.139085804201382,5.6176508554861035,6.18047561124951
"Prathmik Vidhyalaya, Katiliaha",FATEHPUR,7,7,821,1.7469076310040668,0.9578307613561511,2.8390069674600356,2.3068997357719208,1.807844667347745,0.959092600352032,4.13483004116578,1.975598151397083
"Prathmik Vidhyalaya, Makarndpur",FATEHPUR,7,7,821,0.6359232541807187,0.5687859988875573,1.6555203732251647,1.6047373734225765,0.6412943958586652,0.5327953361816455,2.266675310522977,2.131781363378994
"Prathmik Vidhyalaya, Nehlawa",SIDDHARTHNAGAR,7,7,829,0.5133716844697048,0.6049129866841654,1.0313314512141012,1.2472180504030794,0.7091466334684852,0.7793199135296516,0.7547401492554043,0.4525092836458877
"Prathmik Vidhyalaya, Phaprana",GHAZIABAD,7,7,776,0.7194925874580528,0.46896002657453045,0.7801600401943835,0.8046547372471148,0.8708021316204415,0.6593334936402716,0.8733826723980915,0.8706679624821724
"Prathmik Vidhyalaya, Thavai",FATEHPUR,5,5,583,0.4442660062707379,0.29671496547473475,0.8156350748980894,0.6920437890858725,0.5396824838980019,0.385803021973176,1.3938194601525693,1.3185276234307721
"Pratmik Vidhyalaya, Kakaruwa",LALITPUR,7,7,829,1.2158367845013722,0.8588052965297263,2.1440918300512846,2.106418780767249,1.5258570419969715,1.0865017547789104,3.4826929429624034,3.6323755023646127
Priamry School Mukasim,SONBHADRA,7,7,821,1.1574396644173004,1.230176163477223,1.3829833660840756,1.4786455524267879,1.2630649172310113,1.3952248334331327,1.733068384049034,1.833411169737923
"Primary  School, Nawada Kalan",SANT RAVIDAS NAGAR,7,7,728,0.44713346220835465,0.4463426937265648,3.7002016357209873,3.7575557153857164,0.5005378776886693,0.5344596493999072,4.00304204976193,4.011057776585021
"Primary / Composite School, Banwaripur",BAGHPAT,7,7,812,0.5407358034970099,0.6638302961247906,0.9845875812822128,1.067996366402323,0.6237633837529072,0.7272757332426084,0.6606294621887366,0.6081919511180347
"Primary / Composite School, Chiraudi",MEERUT,5,5,543,0.6797725302655022,0.4501941965943343,0.9103667665872536,0.8479786206084546,0.9013272098925819,0.6242922394614479,0.5096996663703239,0.48817765439238264
"Primary / Composite School, Jainpur",BAGHPAT,6,6,700,1.2119352674449124,1.0940583300200268,1.8696255130066348,1.9523503132883033,1.4119253114278885,1.3627422277826362,1.4452385540426933,1.2487225034510272
"Primary / Composite School, Jasad",BAGHPAT,4,4,430,0.6589853641115524,0.5467792349564351,1.6638582312756802,1.833268393028108,0.7307373361173966,0.6411746820491482,1.1285829059274444,1.1354416283571114
"Primary / Composite School, Mahalaka",MEERUT,6,6,607,0.33166600444287025,0.34664014474744664,1.4988714307766515,1.4787848554289167,0.4526420724506552,0.4679155082075073,1.6804232795822016,1.7835182544635277
"Primary / Composite School, Mohaddinpur",BAGHPAT,7,7,721,0.16500638742071935,0.20540644636205319,0.19139558683851535,0.2152901689565997,0.2474054589600182,0.2963044030969332,0.3216829239335317,0.28780751467686977
"Primary / Composite School, Pepala",BAGHPAT,6,6,718,1.0705866693709079,1.1193475301919504,0.9880562046655731,0.9767373481182453,1.2391658245765498,1.285523424392893,0.6020795529184706,0.48589643344991895
"Primary / Composite School, Saradhana Block Office",BAGHPAT,7,7,721,0.5500070334308125,0.5093287315548284,0.6839306660197443,0.6703453854607279,0.6574001325457646,0.6798490453805143,0.5606566472348244,0.48189092730971067
Primary School  Bihasara,MIRZAPUR,7,7,742,0.6820219238006179,0.6922371677843017,1.0616851517926942,1.4215043036889659,0.732544457710656,0.7219276558772101,2.4230467109093117,2.5300665980464014
Primary School  Biraura,MIRZAPUR,7,7,746,0.7556814079587221,0.8976728025201669,0.7317414644944243,0.9769143914467584,0.8065942564701567,1.0019379307819611,1.7967090617671286,2.0175200907838002
Primary School  Maharaji,GORAKHPUR,7,7,772,0.45853149171995017,0.3742363658985662,0.8239360413913298,0.7533371540525288,0.4060263932879175,0.32213372664794376,1.3858092534336826,1.5028465842227887
Primary School Ashadh,VARANASI,7,7,821,3.1235799919007534,1.9316047886199816,2.777627296891416,1.5862301966424308,3.3389956859899623,2.169591085899753,3.7360921993659706,3.0846937018730083
Primary School Babura,MIRZAPUR,7,7,754,0.5233494944933204,0.4375691085587995,0.5095454339718244,0.4251676546002119,0.47516968004474086,0.14954117643062234,1.453469293691687,1.6886540636338119
Primary School Baijnathpur,GORAKHPUR,7,7,808,0.2733509425358251,0.1556099292327398,0.315202177298059,0.21125747835978678,0.3120549799021664,0.1843940128098656,0.2552525343683107,0.2507265540544896
Primary School Bargdhi,GORAKHPUR,6,6,660,0.37756934625541677,0.13216461416962982,0.47768944913847666,0.3644958344262867,0.42877079159011233,0.23007645604892213,0.3804511879852578,0.5699603444721687
Primary School Bhata Diha,GORAKHPUR,7,7,821,0.7474809753445053,0.7761614057338496,0.7381080227681652,0.7828851625950929,0.8772500211010162,0.9292273899622059,0.46614145129859197,0.2720262920591108
Primary School Bilona,FATEHPUR,7,7,829,1.8533870022052326,1.1136896109036325,2.225570122992533,1.7393812159795623,1.9419387718083363,1.2090240671585042,3.657384573042292,1.678006764922298
Primary School Campus Aurangabad,AZAMGARH,7,7,821,0.831672590388583,0.516761429164485,0.6740105192406378,0.4394855059110529,1.0000063777504786,0.7052116371689938,1.4837524798571782,0.1409435202230211
Primary School Campus Powai,AZAMGARH,7,7,813,0.35530892493848837,0.34954637808054007,2.612592341485308,2.5299418945950785,0.36688190994098335,0.3664744236151359,2.731123280588042,2.607172187396172
Primary School Campus Sikraura,AZAMGARH,7,7,829,0.2946080387656134,0.11216419746802572,0.7993833879521693,0.8038495217487461,0.20915783965717638,0.08857524831684134,2.0075773394799805,1.2465132808658719
Primary School Chandrapur Bichpuri,BAREILLY,7,7,829,0.14256604397516323,0.12849068369097164,0.29348018867803216,0.3130426452710324,0.17156198319273905,0.13795596908681482,0.4124742661125253,0.3548419699820108
Primary School Charkonwa,SONBHADRA,7,7,819,1.0981998941938,0.9534389202203124,1.1628800833512845,1.0871026758261286,1.2869490882115628,1.1780465574721315,0.4178424015907293,0.32870058020723275
Primary School Chobla,MEERUT,7,7,829,0.3203827833872441,0.19997412518981794,0.48599696833525524,0.5101133146945818,0.48212938638806135,0.35943121107398296,0.6436943777134296,0.47650943439918203
Primary School Cholahe,SHRAWASTI,7,7,805,0.5205578311309399,0.35430998312762646,0.9173092511390801,0.8502786972160843,0.6440248397364071,0.5506508295702919,1.125344999530939,1.1430482439278002
Primary School Dohriya,GORAKHPUR,7,7,821,0.620096397409171,0.6808139965885361,2.4700723021695152,2.475544985155339,0.7465505385719016,0.8306914159478977,2.244278355420489,2.136107882612841
Primary School English Medium Qutubpur Labdauna,SAHARANPUR,7,7,825,0.8137707216906727,0.6035440116263533,0.9677284654505676,1.018843785230567,0.9679267619295012,0.7092398684198175,12.162959113406524,11.544653677614459
Primary School Gudha,LALITPUR,7,7,829,1.2265591566403293,0.575262937175909,1.092721442878386,0.5751675741572023,1.5833561922069312,0.8512182909140292,2.2041828943888278,2.1386656919594254
Primary School Harinahpur,MIRZAPUR,7,7,737,0.6445282953916709,0.7031235454988405,0.6322857760192258,0.4311555823707214,0.486526906072583,0.5489015743940476,1.3670897588189703,1.310631810700295
Primary School Harivanshpur,SIDDHARTHNAGAR,7,7,829,0.6033941408070945,0.7693305405924228,0.8209706339161024,1.0314384937089671,0.7657825999830324,0.9552433666946509,0.6490420606081552,0.44571394123441344
Primary School Jagannathpur,BAREILLY,7,7,829,0.15962447576039668,0.13688681904307184,0.3278433758234464,0.320434113355256,0.14483723261882894,0.09270440764835823,0.14504054438147723,0.17910719181739806
Primary School Jagdishpur Pratham,GORAKHPUR,7,7,821,0.9034928843881554,0.2897710151920621,1.164233648044391,1.0759050232675695,0.9427034372918206,0.3381279559405298,0.6836656388892834,0.8700167114055913
Primary School Jainpur,GORAKHPUR,7,7,765,0.4774134382834623,0.2867112595061203,0.9159277655207708,1.3172021860465268,0.43553641632552265,0.23398168907205252,1.4677388294381821,1.7131628564495125
Primary School Jairampur,JALAUN,7,7,827,0.27913884052166266,0.27596347749780337,0.5171743252397278,0.5516576016778294,0.10232636887810392,0.061139309439702715,0.19995302282478614,0.06484848412150518
Primary School Jamunia,MIRZAPUR,7,7,821,0.9915198781957976,0.7222388163267318,3.2472672781689984,3.099692506105378,1.2198091013493297,0.8810863954098695,5.596722866964149,5.293944678061436
Primary School Jatmujheda,MUZAFFARNAGAR,7,7,829,0.6257748696549128,0.4569030877506663,1.012791682557288,0.9872159228757744,0.8445075374009037,0.6104054258019157,1.2718133840509092,1.049324452113631
Primary School Karwal,GORAKHPUR,7,7,764,0.5946194532513565,0.4720434087798992,0.9680786383764569,0.9725021214187105,0.5898326186092463,0.3635460997778711,1.5112621080479285,1.4149437565943734
