gwl_station,src_station,dist_km
Jauharpur,Rangwa Dam (ARG+AWLR),60.45908089445658
Jauharpur,Gunta Dam,78.93833336483758
Jaunpur Dobhi Bagerwa,Jirgo AWS,61.178450314359026
Jaunpur Dobhi Bagerwa,Garai RB Canal,62.1403319324925
Jaunpur Dobhi Bagerwa,Ahraura Canal,66.17238197675816
Jaunpur Dobhi Bankati,Jirgo AWS,62.97958513772722
Jaunpur Dobhi Bankati,Garai RB Canal,63.96075677966393
Jaunpur Dobhi Bankati,Ahraura Canal,67.99540337587496
Jaunpur Dobhi Kachhawan,Jirgo AWS,64.47627483406838
Jaunpur Dobhi Kachhawan,Garai RB Canal,65.64655635765399
Jaunpur Dobhi Kachhawan,Ahraura Canal,69.62673261124455
Jaunpur Dobhi Kakarapar,Jirgo AWS,60.76392200987472
Jaunpur Dobhi Kakarapar,Garai RB Canal,61.1831457425333
Jaunpur Dobhi Kakarapar,Ahraura Canal,65.38492981372049
Jaunpur Jalalpur Katuwani,Jirgo AWS,61.96059242991678
Jaunpur Jalalpur Katuwani,Lower Khajuri RB Canal,63.23499547387131
Jaunpur Jalalpur Katuwani,Garai RB Canal,66.19929868995868
Jaunpur Jalalpur Vanpurwa,Lower Khajuri RB Canal,61.45012169598672
Jaunpur Jalalpur Vanpurwa,Jirgo AWS,62.06356994980577
Jaunpur Jalalpur Vanpurwa,Dhekwan RB Canal,66.85039016509265
Jaunpur Jalalpur Vind,Jirgo AWS,59.66692137873355
Jaunpur Jalalpur Vind,Lower Khajuri RB Canal,60.71562994375661
Jaunpur Jalalpur Vind,Garai RB Canal,64.16291509428653
Jaunpur Kerakat  Kharg Senpur,Jirgo AWS,61.27548467096651
Jaunpur Kerakat  Kharg Senpur,Lower Khajuri RB Canal,63.654707107712845
Jaunpur Kerakat  Kharg Senpur,Garai RB Canal,65.14233378806463
Jaunpur Kerakat Barbaspur (Sohani),Jirgo AWS,61.27370088892155
Jaunpur Kerakat Barbaspur (Sohani),Lower Khajuri RB Canal,63.6574315371387
Jaunpur Kerakat Barbaspur (Sohani),Garai RB Canal,65.1389402786006
Jaunpur Kerakat Mahali,Jirgo AWS,58.74819180779042
Jaunpur Kerakat Mahali,Garai RB Canal,61.15111241707014
Jaunpur Kerakat Mahali,Ahraura Canal,64.6833118961108
Jaunpur Kerakat Nihalapur,Jirgo AWS,59.96243848841969
Jaunpur Kerakat Nihalapur,Lower Khajuri RB Canal,63.43313014696986
Jaunpur Kerakat Nihalapur,Garai RB Canal,63.50329812831355
Jaunpur Rampur Kamaruddin,Lower Khajuri RB Canal,41.059545781476
Jaunpur Rampur Kamaruddin,Jirgo AWS,48.43652862731908
Jaunpur Rampur Kamaruddin,Dhekwan RB Canal,48.648884392651105
Jaunpur Rampur Kaseru Nonara,Lower Khajuri RB Canal,44.23453950974443
Jaunpur Rampur Kaseru Nonara,Dhekwan RB Canal,54.642921470207554
Jaunpur Rampur Kaseru Nonara,Jirgo AWS,57.07183756272966
Jaunpur Rampur Kathwatiya,Lower Khajuri RB Canal,41.30777648582896
Jaunpur Rampur Kathwatiya,Dhekwan RB Canal,49.332178212890966
Jaunpur Rampur Kathwatiya,Jirgo AWS,49.53106783964458
Jaunpur Rampur Sultanpur,Lower Khajuri RB Canal,42.609129985476756
Jaunpur Rampur Sultanpur,Dhekwan RB Canal,52.56620931861435
Jaunpur Rampur Sultanpur,Jirgo AWS,54.66744698834835
Jaurahi_1,Rasin Dam,41.53870860841264
Jaurahi_1,Rangwa Dam (ARG+AWLR),41.54638619856775
Jaurahi_1,Gunta Dam,76.36791883070559
"Jr. High School, Purwa Tarouha",Gunta Dam,12.469160494109195
"Jr. High School, Purwa Tarouha",Rangwa Dam (ARG+AWLR),59.38114345915004
"Jr. High School, Purwa Tarouha",Rasin Dam,59.38459581274143
Junior High School Sihiriya,Khaprar Canal,20.43369012652855
Junior High School Sihiriya,Dhukawan ARG + D/S,24.82010863887857
Junior High School Sihiriya,Dongri_1,25.01295330297912
KOSHAK IMAM PRATHMIK VIDYALAYA,Gunta Dam,28.848756604822615
KOSHAK IMAM PRATHMIK VIDYALAYA,Rangwa Dam (ARG+AWLR),75.20828801075831
KOSHAK IMAM PRATHMIK VIDYALAYA,Rasin Dam,75.21129222341614
Kamhariya_1,Lahchura ARG + D/S,86.68564796027997
Kamhariya_1,Rasin Dam,87.22022647761561
Kamhariya_1,Rangwa Dam (ARG+AWLR),87.2278588057574
Kandhari Kala,Dhukawan ARG + D/S,25.626850383644374
Kandhari Kala,Khaprar Canal,27.974056367378612
Kandhari Kala,Dongri_1,29.870964967479306
Khedki_1,Daulla ARG,8.273856643501208
Khedki_1,Barut ARG,9.114192312154225
Khedki_1,RAMALA ARG,22.143469817802757
Khojapur,Mahrajganj_1,24.832625843037945
Khojapur,Atraulia,43.92705989035744
Khojapur,Bhaluani,62.01442554888704
Khursropur,Lalukhedi ARG,12.98224258367102
Khursropur,RAMALA ARG,42.484451824911375
Khursropur,Saharanpur ARG,46.39958088744663
Kukwa Khaas,Rasin Dam,67.79312859088162
Kukwa Khaas,Rangwa Dam (ARG+AWLR),67.8005360330618
Kukwa Khaas,Gunta Dam,93.1625577614207
Kusarma,Lahchura ARG + D/S,45.67101162654111
Kusarma,Pahari Dam,50.04645462028165
Kusarma,Lakheri Dam ARG+AWLR,54.54179949413427
Kushinagar Captanganj Captanganj,Pathar Dewa,42.90782916422632
Kushinagar Captanganj Captanganj,Bhaluani,62.21850802539961
Kushinagar Captanganj Captanganj,Bhatpar Rani_1,74.90122977580862
Kushinagar Captanganj Senduriya Vishunpur,Pathar Dewa,45.28630277564487
Kushinagar Captanganj Senduriya Vishunpur,Bhaluani,56.89722818893047
Kushinagar Captanganj Senduriya Vishunpur,Bhatpar Rani_1,75.31667886165077
Kushinagar Dudhai Dudhai,Pathar Dewa,34.2511716427264
Kushinagar Dudhai Dudhai,Bhatpar Rani_1,55.29889780072427
Kushinagar Dudhai Dudhai,Bhaluani,61.60489354411669
Kushinagar Dudhai Gorariya,Pathar Dewa,37.556436794152596
Kushinagar Dudhai Gorariya,Bhatpar Rani_1,60.03033644757489
Kushinagar Dudhai Gorariya,Bhaluani,65.18747732934591
Kushinagar Dudhai Lala Chhapra,Pathar Dewa,31.459203578433463
Kushinagar Dudhai Lala Chhapra,Bhatpar Rani_1,56.21414608327943
Kushinagar Dudhai Lala Chhapra,Bhaluani,59.20853434775505
Kushinagar Fazilnagar  Belwakala,Pathar Dewa,13.813508323777583
Kushinagar Fazilnagar  Belwakala,Bhatpar Rani_1,36.43807494177256
Kushinagar Fazilnagar  Belwakala,Bhaluani,40.3973235623599
Kushinagar Fazilnagar Jokwa Bujurg,Pathar Dewa,16.06058581062499
Kushinagar Fazilnagar Jokwa Bujurg,Bhatpar Rani_1,42.25830694498058
Kushinagar Fazilnagar Jokwa Bujurg,Bhaluani,43.73970038506507
Kushinagar Fazilnagar Narayanpur Khoti,Pathar Dewa,9.924783389871545
Kushinagar Fazilnagar Narayanpur Khoti,Bhatpar Rani_1,30.29282512686205
Kushinagar Fazilnagar Narayanpur Khoti,Bhaluani,34.40134114969334
Kushinagar Khadda Basdila,Pathar Dewa,66.11057750540073
Kushinagar Khadda Basdila,Bhaluani,90.3620922041771
Kushinagar Khadda Basdila,Bhatpar Rani_1,96.92335329715335
Kushinagar Khadda Khadda,Pathar Dewa,31.632738951311435
Kushinagar Khadda Khadda,Bhaluani,58.13231988503373
Kushinagar Khadda Khadda,Bhatpar Rani_1,61.474005470211075
Kushinagar Motichak Mathauli Bazar,Pathar Dewa,34.583437758804735
Kushinagar Motichak Mathauli Bazar,Bhaluani,54.0735975799874
Kushinagar Motichak Mathauli Bazar,Bhatpar Rani_1,66.5285290707192
Kushinagar Motichak Motichak,Pathar Dewa,29.975005581447814
Kushinagar Motichak Motichak,Bhaluani,46.64641430186109
Kushinagar Motichak Motichak,Bhatpar Rani_1,61.2220539906041
Kushinagar Sewarhi  Rampur Bagra N0.2,Pathar Dewa,41.69200026882404
Kushinagar Sewarhi  Rampur Bagra N0.2,Bhatpar Rani_1,44.9090733793421
Kushinagar Sewarhi  Rampur Bagra N0.2,Bhaluani,62.61813157885222
Kushinagar Sewarhi Sewarhi,Pathar Dewa,34.30330966524932
Kushinagar Sewarhi Sewarhi,Bhatpar Rani_1,49.37655017055851
Kushinagar Sewarhi Sewarhi,Bhaluani,59.96745581704437
Kushinagar Tamkuhi Rajwatiya,Pathar Dewa,23.671971653037076
Kushinagar Tamkuhi Rajwatiya,Bhatpar Rani_1,42.71410535870809
Kushinagar Tamkuhi Rajwatiya,Bhaluani,50.00212188977338
Kushinagar Tamkuhi Tamkuhi,Pathar Dewa,35.04461565790922
Kushinagar Tamkuhi Tamkuhi,Bhaluani,62.221652039680045
Kushinagar Tamkuhi Tamkuhi,Bhatpar Rani_1,63.3996368922753
Ladaka Purwa,Rasin Dam,48.31518936009496
Ladaka Purwa,Rangwa Dam (ARG+AWLR),48.32289221918379
Ladaka Purwa,Gunta Dam,84.86229870772965
Luktra,Rasin Dam,59.95948792866589
Luktra,Rangwa Dam (ARG+AWLR),59.96718275172941
Luktra,Gunta Dam,93.08404405026882
MANDHATA PURV MADHYAMIK VIDYALAYA,Gunta Dam,97.63545906668966
MANDHATA PURV MADHYAMIK VIDYALAYA,Lower Khajuri RB Canal,107.9681849654514
MANDHATA PURV MADHYAMIK VIDYALAYA,Meja Dam Gate -1,115.37776472870179
Madarpur_1,Rasin Dam,77.67467843697328
Madarpur_1,Rangwa Dam (ARG+AWLR),77.68230426239573
Madarpur_1,Lahchura ARG + D/S,89.65882482513584
"Madhyamik Vidhyalaya, Dulha Daul",Dhekwan RB Canal,7.249470745473451
"Madhyamik Vidhyalaya, Dulha Daul",Jirgo AWS,14.148743601625485
"Madhyamik Vidhyalaya, Dulha Daul",Lower Khajuri RB Canal,19.338818780404704
"Mahadeva Temple, Mahadeva",Lower Khajuri RB Canal,44.675774496219454
"Mahadeva Temple, Mahadeva",Meja Dam Gate -1,47.27292524367433
"Mahadeva Temple, Mahadeva",Sukhra Canal Inlet,52.05198121989478
Maharajganj Dhani Nausagar,Atraulia,95.34651240115414
Maharajganj Dhani Nausagar,Pathar Dewa,96.8862632631164
Maharajganj Dhani Nausagar,Mahrajganj_1,101.41170667980026
Maharajganj Mithaura Bhagatar,Pathar Dewa,75.05486402693687
Maharajganj Mithaura Bhagatar,Bhaluani,94.8585378170612
Maharajganj Mithaura Bhagatar,Bhatpar Rani_1,107.07788270913066
Maharajganj Mithaura Madanpura,Pathar Dewa,81.11062653635948
Maharajganj Mithaura Madanpura,Bhaluani,101.84821182030097
Maharajganj Mithaura Madanpura,Bhatpar Rani_1,113.0246224464997
Maharajganj Nautanwa Purniha,Pathar Dewa,90.81653242392193
Maharajganj Nautanwa Purniha,Bhaluani,112.18723657430907
Maharajganj Nautanwa Purniha,Bhatpar Rani_1,122.57184346568347
Maharajganj Nautanwa Sampatiha,Pathar Dewa,100.51518619225428
Maharajganj Nautanwa Sampatiha,Bhaluani,115.34637676819153
Maharajganj Nautanwa Sampatiha,Atraulia,120.15210178398333
Maharajganj Nichlaul Balaekhor,Pathar Dewa,74.84029952331971
Maharajganj Nichlaul Balaekhor,Bhaluani,96.60614571153594
Maharajganj Nichlaul Balaekhor,Bhatpar Rani_1,106.58507217790127
Maharajganj Nichlaul Garaura,Pathar Dewa,104.65481780989361
Maharajganj Nichlaul Garaura,Bhaluani,121.58329125633053
Maharajganj Nichlaul Garaura,Atraulia,131.07026565656736
Maharajganj Siswa Siswa,Pathar Dewa,63.865426274391844
Maharajganj Siswa Siswa,Bhaluani,85.72044062206271
Maharajganj Siswa Siswa,Bhatpar Rani_1,95.66259875532717
Mahgaon (UP-031),Gunta Dam,57.00778255130299
Mahgaon (UP-031),Rangwa Dam (ARG+AWLR),102.01938997096961
Mahgaon (UP-031),Rasin Dam,102.02165867341209
Mahoba Charkhari Kuaan,Lahchura ARG + D/S,64.91736700423262
Mahoba Charkhari Kuaan,Pahari Dam,69.21417857645099
Mahoba Charkhari Kuaan,Lakheri Dam ARG+AWLR,73.21301748217893
Mahoba Charkhari Natara,Lahchura ARG + D/S,56.980038276938465
Mahoba Charkhari Natara,Pahari Dam,60.24115145539848
Mahoba Charkhari Natara,Lakheri Dam ARG+AWLR,66.58851066286022
Mahoba Charkhari Padha,Lahchura ARG + D/S,62.67009599844327
Mahoba Charkhari Padha,Pahari Dam,66.02898312093947
Mahoba Charkhari Padha,Lakheri Dam ARG+AWLR,72.03105546547332
Mahoba Jaitpur saguniyamaph,Pahari Dam,19.172331292753356
Mahoba Jaitpur saguniyamaph,Lahchura ARG + D/S,25.10279512763701
Mahoba Jaitpur saguniyamaph,Sizar Dam,26.07149264097038
Mahoba Kabrai Karaha,Rasin Dam,68.20747756755482
Mahoba Kabrai Karaha,Rangwa Dam (ARG+AWLR),68.21471072361514
Mahoba Kabrai Karaha,Lahchura ARG + D/S,82.8194129724806
Mahoba Kabrai Sisri Kala,Rasin Dam,66.37716846628196
Mahoba Kabrai Sisri Kala,Rangwa Dam (ARG+AWLR),66.38432722414535
Mahoba Kabrai Sisri Kala,Lahchura ARG + D/S,82.99453222672928
Mahoba Panwari Didvara,Lahchura ARG + D/S,18.224864802526422
Mahoba Panwari Didvara,Pahari Dam,23.541256895142133
Mahoba Panwari Didvara,Lakheri Dam ARG+AWLR,28.65084863191293
Mandi Samiti-Muzaffar Nagar-Medium,Lalukhedi ARG,22.93598431219199
Mandi Samiti-Muzaffar Nagar-Medium,RAMALA ARG,48.671121252879004
Mandi Samiti-Muzaffar Nagar-Medium,Saharanpur ARG,52.321294489739884
Mankuwar,Gunta Dam,27.55250579330663
Mankuwar,Rangwa Dam (ARG+AWLR),75.48809441376079
Mankuwar,Rasin Dam,75.49222767252584
Mathura Chaumuha Navagaon-11,Sarauli ARG,123.58664930479432
Mathura Chaumuha Navagaon-11,Daulla ARG,146.4848475298929
Mathura Chhata Chandauri,Sarauli ARG,114.73801755409687
Mathura Chhata Chandauri,Daulla ARG,137.62974459300278
Mathura Chhata Sher Nagar,Sarauli ARG,105.43697629744999
Mathura Chhata Sher Nagar,Daulla ARG,128.34513294835622
Mathura Chhata Sher Nagar,Barut ARG,142.60722857457515
Mathura Nandgaon Nandgaon Dehat,Sarauli ARG,119.90279406690946
Mathura Nandgaon Nandgaon Dehat,Daulla ARG,142.61349051045067
Mathura Nandgaon Vathainkala,Sarauli ARG,113.07780147541308
Mathura Nandgaon Vathainkala,Daulla ARG,135.79710253110065
Mathura Nandgaon Vathainkala,Barut ARG,149.69120601940097
Mathura Naujheel Badharra,Sarauli ARG,107.88483503037901
Mathura Naujheel Badharra,Daulla ARG,130.6074543808164
Mathura Naujheel Badharra,Barut ARG,145.05317372993156
Mathura Rayan Kharaba,Sarauli ARG,142.61479136291732
Meerut Janikhurd Afjalpur Pavati,Daulla ARG,29.489293896390105
Meerut Janikhurd Afjalpur Pavati,Sarauli ARG,32.9378267140722
Meerut Janikhurd Afjalpur Pavati,Barut ARG,37.70030716634435
Meerut Janikhurd Satvai,Daulla ARG,23.187980884528052
Meerut Janikhurd Satvai,Barut ARG,30.64671835661508
Meerut Janikhurd Satvai,Sarauli ARG,30.774719586382723
Meerut Sardhana Chhabariya,RAMALA ARG,30.595333449828
Meerut Sardhana Chhabariya,Barut ARG,31.546216745117466
Meerut Sardhana Chhabariya,Daulla ARG,31.680407519019823
Murwa_1,Rasin Dam,29.45820130967925
Murwa_1,Rangwa Dam (ARG+AWLR),29.46523420132219
Murwa_1,Gunta Dam,74.23265300778908
"Nagar Palika Campus, Gyanpur",Lower Khajuri RB Canal,31.57515952802613
"Nagar Palika Campus, Gyanpur",Dhekwan RB Canal,46.83807758567871
"Nagar Palika Campus, Gyanpur",Meja Dam Gate -1,51.61017790471217
Naglakabu_1,Sarauli ARG,45.46367409197624
Naglakabu_1,Daulla ARG,49.18211218186309
Naglakabu_1,Barut ARG,58.39303208984024
Narajit,Rasin Dam,80.6025022558071
Narajit,Rangwa Dam (ARG+AWLR),80.61006704922428
Narajit,Gunta Dam,107.51024225518158
Navrasia,Mahrajganj_1,54.794684359730816
Navrasia,Atraulia,68.88277965750925
Navrasia,Garai RB Canal,82.25864553461513
"Office of Assistant Director, Resham",Dhandhraul Dam Gate -3,18.4590617958654
"Office of Assistant Director, Resham",Dongia Canal Inlet,22.225415903468143
"Office of Assistant Director, Resham",Bhainsora Canal,22.256792811015583
"Office of the Development Officer, Dakore",Lakheri Dam ARG+AWLR,58.44890384907286
"Office of the Development Officer, Dakore",Lahchura ARG + D/S,62.58277140538781
"Office of the Development Officer, Dakore",Pathari Dam,64.03064479654837
P.S Engohata,Rasin Dam,85.41761279020079
P.S Engohata,Rangwa Dam (ARG+AWLR),85.42531551124638
P.S Engohata,Lahchura ARG + D/S,96.15797101121451
PAHARPUR BARIGAWA PRATHMIK VIDYALAYA,Rasin Dam,92.97074065561357
PAHARPUR BARIGAWA PRATHMIK VIDYALAYA,Rangwa Dam (ARG+AWLR),92.97800030630556
PAHARPUR BARIGAWA PRATHMIK VIDYALAYA,Gunta Dam,113.34708107333692
PRIMARY SCHOOL BAKAR GANJ,Gunta Dam,24.51154618644951
PRIMARY SCHOOL BAKAR GANJ,Rangwa Dam (ARG+AWLR),68.25631396000736
PRIMARY SCHOOL BAKAR GANJ,Rasin Dam,68.2587173273021
PRIMARY SCHOOL RAMUGHAT,Pathar Dewa,70.85875405779063
PRIMARY SCHOOL RAMUGHAT,Atraulia,71.32630385251761
PRIMARY SCHOOL RAMUGHAT,Mahrajganj_1,73.03363303279795
Paderi,Rasin Dam,73.41168076508009
Paderi,Rangwa Dam (ARG+AWLR),73.41888185771415
Paderi,Gunta Dam,95.08409373146377
Pahara_2,Rangwa Dam (ARG+AWLR),13.322470763538915
Pahara_2,Rasin Dam,13.323904868803242
Pahara_2,Gunta Dam,35.84821438617805
Palhari_1,Rasin Dam,45.11928379271842
Palhari_1,Rangwa Dam (ARG+AWLR),45.12697221065396
Palhari_1,Gunta Dam,82.87720219136996
Panchayat Bhawan  Suhel,Gunta Dam,20.167706091800454
Panchayat Bhawan  Suhel,Rangwa Dam (ARG+AWLR),66.46168169623239
Panchayat Bhawan  Suhel,Rasin Dam,66.46479565607878
"Panchayat Bhawan , Jafarabad Nagla",Daulla ARG,2.223968959840583
"Panchayat Bhawan , Jafarabad Nagla",Barut ARG,12.420222654204538
"Panchayat Bhawan , Jafarabad Nagla",RAMALA ARG,24.438242816770455
Panchayat Bhawan Usmanpur,Sarauli ARG,149.40314606274427
"Panchayat Bhawan, Dohri",Garai RB Canal,14.829850579686067
"Panchayat Bhawan, Dohri",Ahraura Canal,20.309140020929878
"Panchayat Bhawan, Dohri",Jirgo AWS,21.636667915194355
"Panchayat Bhawan, Kul Doomri",Rihand Dam_1,20.599817140966476
"Panchayat Bhawan, Kul Doomri",OBRA AWS,30.14051582680951
"Panchayat Bhawan, Kul Doomri",Dhandhraul Dam Gate -3,57.5446222054809
"Panchayat Bhwan, Kon",Dhandhraul Dam Gate -3,36.05685869362657
"Panchayat Bhwan, Kon",Nagwa Dam Gate -1,37.07035790581566
"Panchayat Bhwan, Kon",Rihand Dam_1,39.17100555335141
Patanpur_1,Rasin Dam,89.57012078398898
Patanpur_1,Rangwa Dam (ARG+AWLR),89.5778018990304
Patanpur_1,Lahchura ARG + D/S,91.00296437527022
Pathrodi,Rangwa Dam (ARG+AWLR),17.194821220307023
Pathrodi,Rasin Dam,17.197782266363518
Pathrodi,Gunta Dam,31.100127844177372
Perthivipur Nayakh,Dhukawan ARG + D/S,20.2668162016376
Perthivipur Nayakh,Dongri_1,22.60551578827595
Perthivipur Nayakh,Khaprar Canal,24.785727412444842
Piparaond,Gunta Dam,17.289864902365245
Piparaond,Rangwa Dam (ARG+AWLR),64.83269841067661
Piparaond,Rasin Dam,64.8363343430559
Pipraundha,Rasin Dam,86.45248054509
Pipraundha,Rangwa Dam (ARG+AWLR),86.46015394387025
Pipraundha,Lahchura ARG + D/S,90.75057171711033
"Prathmik Vidhyala, Riawali Nagla",RAMALA ARG,24.42737361969339
"Prathmik Vidhyala, Riawali Nagla",Lalukhedi ARG,26.30318800315974
"Prathmik Vidhyala, Riawali Nagla",Barut ARG,29.905459466066926
Prathmik Vidhyalaya Bant,Govind Sagar Dam,15.930191910474132
Prathmik Vidhyalaya Bant,Utari Dam,43.41004490054612
Prathmik Vidhyalaya Bant,Bhaoni Dam-1,51.11433307278833
Prathmik Vidhyalaya Barha,Parichha Dam,73.1938395860101
Prathmik Vidhyalaya Barha,Pathari Dam,76.1468849143064
Prathmik Vidhyalaya Barha,Lakheri Dam ARG+AWLR,78.27322524028382
Prathmik Vidhyalaya Mahugarh,Sukhra Canal Inlet,5.053668334802338
Prathmik Vidhyalaya Mahugarh,ADWA AWS,10.22531625464106
Prathmik Vidhyalaya Mahugarh,Meja Dam Gate -1,15.063183780392828
Prathmik Vidhyalaya Manohari,Lakheri Dam ARG+AWLR,65.9410865363588
Prathmik Vidhyalaya Manohari,Pathari Dam,66.98453027187297
Prathmik Vidhyalaya Manohari,Parichha Dam,70.92367398223709
Prathmik Vidhyalaya Pahalgaon,Parichha Dam,14.60406962053532
Prathmik Vidhyalaya Pahalgaon,Khaprar Canal,18.357790296915464
Prathmik Vidhyalaya Pahalgaon,Pathari Dam,41.486900731990296
Prathmik Vidhyalaya Pipra Sarvan,Bhatpar Rani_1,16.42197681162821
Prathmik Vidhyalaya Pipra Sarvan,Bhaluani,21.88528156870704
Prathmik Vidhyalaya Pipra Sarvan,Pathar Dewa,40.304233567626476
Prathmik Vidhyalaya Sirasiya Pawar,Bhatpar Rani_1,13.925238792005908
Prathmik Vidhyalaya Sirasiya Pawar,Pathar Dewa,34.320843831804275
Prathmik Vidhyalaya Sirasiya Pawar,Bhaluani,39.306978983277446
Prathmik Vidhyalaya Takuli (Durahi Maafi),Rasin Dam,26.23905326567471
Prathmik Vidhyalaya Takuli (Durahi Maafi),Rangwa Dam (ARG+AWLR),26.24673263999285
Prathmik Vidhyalaya Takuli (Durahi Maafi),Gunta Dam,64.30620591941003
"Prathmik Vidhyalaya, AhmadShahPur Padra",Daulla ARG,1.6192573275667008
"Prathmik Vidhyalaya, AhmadShahPur Padra",Barut ARG,15.683836208022754
"Prathmik Vidhyalaya, AhmadShahPur Padra",Sarauli ARG,21.573788730225246
"Prathmik Vidhyalaya, Bali",Daulla ARG,3.773407560166004
"Prathmik Vidhyalaya, Bali",Barut ARG,16.841574371931994
"Prathmik Vidhyalaya, Bali",Sarauli ARG,20.486209705517794
"Prathmik Vidhyalaya, Bichpari Kamali",Daulla ARG,2.5115655436966753
"Prathmik Vidhyalaya, Bichpari Kamali",Barut ARG,11.964644551791375
"Prathmik Vidhyalaya, Bichpari Kamali",RAMALA ARG,24.238380969773154
"Prathmik Vidhyalaya, Biharipur",Barut ARG,9.596817866713737
"Prathmik Vidhyalaya, Biharipur",Daulla ARG,10.325821417566846
"Prathmik Vidhyalaya, Biharipur",RAMALA ARG,22.40331367984878
"Prathmik Vidhyalaya, Didhora  Sadullapur",Daulla ARG,4.027955060899323
"Prathmik Vidhyalaya, Didhora  Sadullapur",Barut ARG,10.466342784503079
"Prathmik Vidhyalaya, Didhora  Sadullapur",RAMALA ARG,22.67064450191602
"Prathmik Vidhyalaya, Doula",Daulla ARG,5.2580229198117765
"Prathmik Vidhyalaya, Doula",Sarauli ARG,18.128950406152185
"Prathmik Vidhyalaya, Doula",Barut ARG,19.65627820246533
"Prathmik Vidhyalaya, Gwalikhera",Daulla ARG,3.759168026844734
"Prathmik Vidhyalaya, Gwalikhera",Barut ARG,14.187159846714723
"Prathmik Vidhyalaya, Gwalikhera",Sarauli ARG,24.57854229861473
"Prathmik Vidhyalaya, Katiliaha",Rasin Dam,87.17751629416495
"Prathmik Vidhyalaya, Katiliaha",Rangwa Dam (ARG+AWLR),87.18417774987708
"Prathmik Vidhyalaya, Katiliaha",Gunta Dam,100.77344291823873
"Prathmik Vidhyalaya, Khampur",Barut ARG,9.162876557758205
"Prathmik Vidhyalaya, Khampur",Daulla ARG,13.522767641409194
"Prathmik Vidhyalaya, Khampur",RAMALA ARG,21.118996138463164
"Prathmik Vidhyalaya, Khera Islampur",Barut ARG,8.06512843857585
"Prathmik Vidhyalaya, Khera Islampur",Daulla ARG,8.590100206747513
"Prathmik Vidhyalaya, Khera Islampur",RAMALA ARG,21.099103794289498
"Prathmik Vidhyalaya, Makarndpur",Rasin Dam,95.21813602153476
"Prathmik Vidhyalaya, Makarndpur",Rangwa Dam (ARG+AWLR),95.22547389342664
"Prathmik Vidhyalaya, Makarndpur",Gunta Dam,116.61036253327156
"Prathmik Vidhyalaya, Medpur",Daulla ARG,48.2820780351395
"Prathmik Vidhyalaya, Medpur",Sarauli ARG,48.34120792056516
"Prathmik Vidhyalaya, Medpur",Barut ARG,55.75173884374873
"Prathmik Vidhyalaya, Nehlawa",Atraulia,97.30486372174722
"Prathmik Vidhyalaya, Nehlawa",Mahrajganj_1,108.8615348212625
"Prathmik Vidhyalaya, Nehlawa",Pathar Dewa,123.18952447843635
"Prathmik Vidhyalaya, Phaprana",Sarauli ARG,20.39782257035311
"Prathmik Vidhyalaya, Phaprana",Daulla ARG,30.048235683997625
"Prathmik Vidhyalaya, Phaprana",Barut ARG,42.98213523570343
"Prathmik Vidhyalaya, Ramnagar",Daulla ARG,7.785581157122952
"Prathmik Vidhyalaya, Ramnagar",Barut ARG,16.40201349748483
"Prathmik Vidhyalaya, Ramnagar",Sarauli ARG,25.52279920345001
"Prathmik Vidhyalaya, Shahjahanpur_1",Sarauli ARG,26.99928731759354
"Prathmik Vidhyalaya, Shahjahanpur_1",Daulla ARG,35.12312742482556
"Prathmik Vidhyalaya, Shahjahanpur_1",Barut ARG,47.15746111976826
"Prathmik Vidhyalaya, Sikhera_1",Daulla ARG,10.5917321624062
"Prathmik Vidhyalaya, Sikhera_1",Sarauli ARG,13.91076213628171
"Prathmik Vidhyalaya, Sikhera_1",Barut ARG,24.89422902071361
"Prathmik Vidhyalaya, Taizullahpur",Daulla ARG,10.357470044309872
"Prathmik Vidhyalaya, Taizullahpur",Barut ARG,11.95116819430611
"Prathmik Vidhyalaya, Taizullahpur",RAMALA ARG,24.744367552676994
"Prathmik Vidhyalaya, Thavai",Rasin Dam,76.7080649429051
"Prathmik Vidhyalaya, Thavai",Rangwa Dam (ARG+AWLR),76.71452401380068
"Prathmik Vidhyalaya, Thavai",Gunta Dam,89.66717137844404
"Prathmik Vidhyalaya, vilodhpura",Daulla ARG,2.854187259981303
"Prathmik Vidhyalaya, vilodhpura",Barut ARG,14.81304186826356
"Prathmik Vidhyalaya, vilodhpura",Sarauli ARG,23.531348688623385
"Pratmik Vidhyalaya, Kakaruwa",Bandai Dam,28.75221285762067
"Pratmik Vidhyalaya, Kakaruwa",Utari Dam,34.339189167590256
"Pratmik Vidhyalaya, Kakaruwa",Govind Sagar Dam,39.06901223816382
Priamry School Mukasim,Dongia Canal Inlet,16.999038338923413
Priamry School Mukasim,Ahraura Canal,27.623965850010034
Priamry School Mukasim,Bhainsora Canal,29.63267300043682
"Primary  School, Nawada Kalan",Lower Khajuri RB Canal,39.97818949483953
"Primary  School, Nawada Kalan",Dhekwan RB Canal,53.317132019257116
"Primary  School, Nawada Kalan",Jirgo AWS,59.74777066866682
"Primary / Composite School, Banwaripur",Daulla ARG,21.849071879311513
"Primary / Composite School, Banwaripur",Barut ARG,26.862357316385342
"Primary / Composite School, Banwaripur",RAMALA ARG,31.218250844178705
"Primary / Composite School, Chiraudi",Daulla ARG,39.9453812783803
"Primary / Composite School, Chiraudi",RAMALA ARG,40.3031640381657
