Station,District,lat,lon,sand_0_30,silt_0_30,clay_0_30,bdod_0_30,sand_60_100,silt_60_100,clay_60_100,bdod_60_100
ASHADHA PRATHMIK VIDYALAYA,KAUSHAMBI,25.441184,81.392245,33.4,40.56666666666667,26.0,1.4466666666666665,28.8,37.7,33.5,1.51
Aagan Wadi Kendra Chandni,JALAUN,25.929918,79.141493,38.916666666666664,33.083333333333336,28.016666666666666,1.4083333333333334,36.0,31.9,32.1,1.49
Aaganwadi Kendra Pakri Bazaar,DEORIA,26.402128,83.682103,29.683333333333334,42.96666666666667,27.35,1.3666666666666667,27.4,39.7,32.9,1.46
"Adarsh Primary School, Dubar Kalan",MIRZAPUR,24.969207,82.40254,28.066666666666666,37.916666666666664,33.96666666666667,1.5783333333333334,27.9,36.5,35.6,1.6
Agan Wadi Kendra Kuchendu,BANDA,25.517708,80.72346,28.766666666666666,44.75,26.4,1.4316666666666664,24.8,42.5,32.7,1.51
Alakchandra Inter college Bhinga,SHRAWASTI,27.70074,81.93912,38.56666666666667,37.766666666666666,23.666666666666668,1.3933333333333333,38.3,37.1,24.7,1.5
Aligarh Chandaus  Somana,AGRA,28.051907,77.940847,43.916666666666664,32.88333333333333,23.216666666666665,1.4466666666666665,40.5,34.1,25.3,1.53
Aligarh Jawa Bahadurpur Kota,AGRA,28.028578,78.035291,46.96666666666667,28.316666666666666,24.716666666666665,1.46,44.0,29.3,26.7,1.52
Aligarh Chandaus Maharajpur,AGRA,28.036628,77.935134,46.766666666666666,28.883333333333333,24.333333333333332,1.4666666666666666,43.1,29.9,27.0,1.54
Amchurnirua,CHITRAKOOT,25.024236,80.949377,39.21666666666667,35.4,25.333333333333332,1.5283333333333333,37.3,35.8,26.9,1.58
Aligarh Khair Utwara,AGRA,27.975292,77.905854,43.13333333333333,31.266666666666666,25.65,1.4266666666666665,39.0,31.2,29.8,1.53
Aligarh Jawa Sogera,AGRA,28.082428,78.045757,47.5,29.016666666666666,23.466666666666665,1.4483333333333333,44.1,29.3,26.6,1.52
Amlour,BANDA,25.73234167,80.37475,35.3,39.38333333333333,25.316666666666666,1.4483333333333335,32.5,38.9,28.7,1.52
"Anganwadi Kedra, Baini",SONBHADRA,24.723333,83.325833,21.216666666666665,37.016666666666666,41.75,1.6233333333333335,20.1,35.5,44.4,1.68
Aligarh Lodha Mahrawalpur Nagariya,AGRA,27.930579,78.028279,45.8,31.616666666666667,22.533333333333335,1.4449999999999998,42.7,32.4,25.0,1.49
Aligarh Khair Arrana,AGRA,27.931641,77.885149,46.85,28.366666666666667,24.783333333333335,1.4516666666666667,42.7,29.0,28.2,1.52
Aligarh Jawa Jamalpur Siya,AGRA,27.980335,78.0421724,45.65,31.45,22.9,1.4416666666666667,41.5,30.2,28.3,1.51
Aryavart Madhyamik Vidhyalaya Sindhora,MIRZAPUR,25.098525,82.805053,30.8,34.8,34.38333333333333,1.52,32.2,35.6,32.2,1.59
Aswaniya Pr. Vid.,AZAMGARH,25.80388889,82.90472222,26.366666666666667,42.36666666666667,31.233333333333334,1.4116666666666664,25.0,40.5,34.4,1.5
Azamgarh Ahiraula Bahera,AZAMGARH,26.208262,82.89867,27.133333333333333,47.983333333333334,24.883333333333333,1.3883333333333332,24.9,44.6,30.5,1.46
Awagarh (UP-005),ETAH,27.449722,78.483889,48.7,29.0,22.3,1.4383333333333332,44.3,29.0,26.7,1.52
Aligarh Lodha Aisi Kol,AGRA,27.819827,78.05289,45.483333333333334,28.533333333333335,26.016666666666666,1.4516666666666667,42.6,29.8,27.6,1.5
Azamgarh Atrauliya Atrauliya,AZAMGARH,26.345894,82.924121,25.466666666666665,54.06666666666667,20.516666666666666,1.3716666666666666,21.9,48.4,29.7,1.44
Azamgarh Ahiraula Kandara,AZAMGARH,26.141442,82.844798,25.016666666666666,47.0,27.983333333333334,1.3816666666666668,23.0,42.8,34.2,1.49
Azamgarh Lalganj Lalganj,AZAMGARH,25.802837,83.023635,24.266666666666666,44.36666666666667,31.383333333333333,1.3866666666666667,22.7,42.7,34.6,1.47
Azamgarh Pavai Velasiya,AZAMGARH,26.08387,82.77718,27.9,42.083333333333336,29.983333333333334,1.375,25.8,39.6,34.6,1.44
Azamgarh Palhana Jamui Bhatauli,AZAMGARH,25.764525,83.105885,25.416666666666668,43.5,31.116666666666667,1.3766666666666667,23.2,40.7,36.1,1.47
Azamgarh Sathiyavn Gajahada,AZAMGARH,26.066121,83.279559,26.95,44.016666666666666,29.033333333333335,1.3916666666666666,24.2,41.9,33.9,1.5
Azamgarh Jahanganj Godhaura,AZAMGARH,25.981226,83.241639,27.016666666666666,43.833333333333336,29.15,1.3816666666666668,24.6,42.6,32.8,1.48
B.D.O. Office Lar,DEORIA,26.217608,83.964194,30.4,40.483333333333334,29.116666666666667,1.3966666666666667,28.5,37.5,34.0,1.49
BADHANI PRATHMIK VIDYALAYA,GORAKHPUR,26.652848,83.249116,30.15,43.11666666666667,26.733333333333334,1.4,27.6,40.2,32.2,1.46
B.D.O Office Bhatini,DEORIA,26.3795695,83.9241858,30.566666666666666,41.56666666666667,27.866666666666667,1.403333333333333,28.7,39.5,31.8,1.49
BANI KHAS C.V. VIDYALAYA,KAUSHAMBI,25.371537,81.365493,35.083333333333336,40.666666666666664,24.25,1.4716666666666667,31.5,38.9,29.5,1.52
Babina Rular,JHANSI,25.23668,78.48107,44.06666666666667,29.983333333333334,26.0,1.4916666666666667,42.1,30.5,27.4,1.53
"B.D.O. Office, Binauli",BAGHPAT,29.093959,77.399455,39.78333333333333,37.833333333333336,22.383333333333333,1.4549999999999998,36.7,35.5,27.8,1.47
Azamgarh Palhana Balahi Lahucha,AZAMGARH,25.756585,83.08177,24.866666666666667,44.95,30.183333333333334,1.3666666666666667,22.4,42.2,35.4,1.47
Azamgarh Thekama Bardah,AZAMGARH,25.808029,82.851187,26.383333333333333,40.833333333333336,32.733333333333334,1.4016666666666666,24.4,38.9,36.7,1.5
Badhai Khurd Pr. Vid.,MUZAFFARNAGAR,29.54611111,77.65583333,36.416666666666664,35.03333333333333,28.6,1.3983333333333332,34.2,34.2,31.6,1.41
Baghora_1,MAHOBA,25.151588,79.405231,44.583333333333336,29.966666666666665,25.483333333333334,1.5383333333333336,44.2,29.9,25.9,1.6
Badaun Usawan BDO Office,BAREILLY,27.810859,79.348935,,,,,,,,
Badaun Ujhani Sports Stadium,BAREILLY,28.029062,79.098363,38.55,39.93333333333333,21.516666666666666,1.3599999999999999,35.6,37.4,27.0,1.49
Badaun Salarpur BDO Office,BAREILLY,28.069433,79.13294,36.86666666666667,41.7,21.433333333333334,1.3716666666666666,34.6,39.1,26.3,1.48
BANSGAON PRATHMIK VIDYALAYA,GORAKHPUR,26.554779,83.344517,33.05,43.5,23.45,1.3533333333333333,29.8,40.4,29.8,1.45
Banda Baberu Anvan,CHITRAKOOT,25.571618,80.72094,28.95,44.0,27.083333333333332,1.4266666666666665,25.2,42.7,32.1,1.49
Baghpat Meerut Kheda Balrampur Itiyara,MEERUT,28.890512,77.67112,35.85,39.516666666666666,24.633333333333333,1.4466666666666665,32.3,38.8,28.9,1.48
Badhouli,HAMIRPUR,25.83808,79.57949,37.71666666666667,33.38333333333333,28.9,1.4283333333333335,35.4,33.0,31.6,1.5
Banda Baberu Umrehani,CHITRAKOOT,25.534149,80.755587,31.45,40.983333333333334,27.566666666666666,1.4316666666666669,28.2,40.5,31.4,1.5
Banda Kamasin Tilowsa,CHITRAKOOT,25.504452,80.834118,32.88333333333333,42.016666666666666,25.1,1.4433333333333331,29.1,41.0,29.8,1.5
Banda Bisndha Mrooli,CHITRAKOOT,25.420368,80.721114,31.766666666666666,39.65,28.616666666666667,1.4516666666666667,30.0,38.5,31.5,1.5
Bdo Office Campus Pipraich,GORAKHPUR,26.819999,83.519995,29.15,42.016666666666666,28.883333333333333,1.3883333333333332,28.9,41.3,29.8,1.46
Banda Badokhar Khurd Chatgan,CHITRAKOOT,25.574309,80.303325,39.35,35.3,25.4,1.4433333333333331,37.0,34.6,28.4,1.52
Bhitari_2,CHITRAKOOT,25.22511,81.384666,35.666666666666664,35.55,28.766666666666666,1.4783333333333333,35.5,35.9,28.5,1.57
Bijijauri_1,MAHOBA,25.113551,79.448837,40.4,35.35,24.266666666666666,1.5483333333333333,38.5,36.4,25.1,1.6
Birdha /Poorabirdha,LALITPUR,25.1202,78.56495,37.38333333333333,32.516666666666666,30.1,1.47,35.2,34.6,30.2,1.53
Block Deoria Campus Deoria Sadar,DEORIA,26.4768311,83.7782245,30.783333333333335,41.916666666666664,27.35,1.3816666666666668,28.5,39.2,32.3,1.44
Block Development Office-Khekra-Shallow,BAGHPAT,28.86972222,77.28805556,,,,,,,,
Bhadarwara  P_1,JHANSI,25.21805556,79.18027778,45.21666666666667,31.85,23.016666666666666,1.4583333333333333,43.2,31.7,25.0,1.51
"Block office, Gursarai",JHANSI,25.613486,79.186343,41.53333333333333,31.066666666666666,27.366666666666667,1.4416666666666667,40.2,31.2,28.6,1.47
Budh Sainy_1,BAGHPAT,28.995556,77.427222,39.86666666666667,38.43333333333333,21.7,1.4716666666666667,36.8,35.3,28.0,1.47
Chakara  P_1,JHANSI,25.218333,79.26,42.15,34.25,23.566666666666666,1.4449999999999998,39.9,34.1,26.0,1.48
Chandi Kalan,HAMIRPUR,25.600441,80.224573,36.416666666666664,38.333333333333336,25.25,1.4466666666666665,34.3,39.1,26.7,1.51
Chhibaw_1,BANDA,25.363698,80.491501,34.61666666666667,37.2,28.183333333333334,1.4716666666666667,30.8,37.6,31.5,1.53
Banda Tindwari Bhindowra,CHITRAKOOT,25.651513,80.492621,35.6,39.666666666666664,24.783333333333335,1.4266666666666665,33.1,40.4,26.5,1.5
"Block Office, Kurara",HAMIRPUR,25.978748,79.984396,35.5,36.983333333333334,27.533333333333335,1.4316666666666664,31.5,36.9,31.6,1.5
Chirautha,BANDA,25.66132542,80.4762682,35.2,39.36666666666667,25.383333333333333,1.4233333333333333,31.4,38.3,30.3,1.5
Chitrakoot Karvi Khoha,CHITRAKOOT,25.20894,80.96,40.36666666666667,33.233333333333334,26.333333333333332,1.4533333333333334,40.5,34.9,24.6,1.56
Chitrakoot Manikpur Sardar Patel,CHITRAKOOT,25.23231,81.139761,33.78333333333333,37.416666666666664,28.8,1.5033333333333334,33.4,37.9,28.7,1.57
Chitrakoot Manikpur Agarhudha,CHITRAKOOT,25.211035,81.113057,34.983333333333334,34.8,30.216666666666665,1.4983333333333335,33.5,35.4,31.1,1.56
"Community Center, Ghorawal",SONBHADRA,24.7523638,82.7808874,20.566666666666666,36.8,42.61666666666667,1.65,20.1,35.0,44.8,1.75
Chorwa Bhari Prathmik Vidyalaya,SHRAWASTI,27.63231,81.977,36.28333333333333,40.46666666666667,23.25,1.375,34.4,38.5,27.1,1.44
Chitrakoot Karvi Shivrampur,CHITRAKOOT,25.217005,80.837699,38.333333333333336,35.53333333333333,26.133333333333333,1.4866666666666668,37.1,36.2,26.7,1.57
Composite Girls Primary School Mai,JALAUN,26.385551,79.191725,41.45,32.65,25.9,1.403333333333333,38.0,32.8,29.1,1.51
Comosite School Campus Badalganj,AZAMGARH,25.875983,83.310721,24.6,46.0,29.35,1.3883333333333332,22.5,43.5,33.9,1.48
Composite School Basantpur Saitali-1,GHAZIABAD,28.750761,77.48058,39.65,36.7,23.65,1.4533333333333331,37.0,36.4,26.6,1.48
Composite School Nagla Bair,GHAZIABAD,28.786482,77.584175,38.583333333333336,37.36666666666667,24.05,1.4233333333333331,35.5,35.4,29.0,1.49
Composite School Sagarpur,MIRZAPUR,25.202642,82.541757,28.816666666666666,37.016666666666666,34.166666666666664,1.4683333333333333,28.1,36.1,35.8,1.54
Composite School Sanjarpur,MIRZAPUR,26.00904,82.971338,25.1,42.266666666666666,32.6,1.3916666666666666,23.9,39.8,36.2,1.47
Composite School Biralsi,MUZAFFARNAGAR,29.567471,77.513423,35.85,36.56666666666667,27.583333333333332,1.4266666666666665,32.8,34.7,32.5,1.41
Composite School Kilhora,GHAZIABAD,28.776402,77.673884,36.8,39.13333333333333,24.066666666666666,1.4316666666666669,34.0,37.3,28.7,1.45
"Composite School, Dhamna Khurd",FATEHPUR,26.046995,80.274238,30.783333333333335,44.833333333333336,24.383333333333333,1.3316666666666668,27.1,42.9,30.0,1.46
Composite School katar,AZAMGARH,26.070408,82.708924,26.1,44.35,29.55,1.3983333333333334,24.6,43.2,32.2,1.49
"Composite School, Ghamhapur",MIRZAPUR,25.151821,82.500563,25.9,38.25,35.85,1.5316666666666667,25.2,37.4,37.4,1.58
"Composite School, Mungari",SANT RAVIDAS NAGAR,25.3578684,82.3248958,29.866666666666667,42.05,28.1,1.4616666666666667,27.9,41.4,30.7,1.54
"Composite School, Pathraha",MIRZAPUR,25.0898964,82.7618449,29.816666666666666,33.81666666666667,36.416666666666664,1.51,31.1,34.1,34.9,1.55
Composite Upper Primary School Sajania,SIDDHARTHNAGAR,27.250044,83.044202,29.15,41.53333333333333,29.366666666666667,1.405,29.2,41.3,29.5,1.49
"Composite Uccha Prathmik Vidhyalaya, Paltadevi",SIDDHARTHNAGAR,27.402635,83.024077,31.116666666666667,40.65,28.2,1.38,30.9,40.8,28.3,1.44
DEOCHALI C.V. VIDYALAYA,FATEHPUR,26.005258,80.340634,30.416666666666668,43.6,26.0,1.3733333333333335,26.9,41.7,31.4,1.49
Deoria Bhaluwani Markna,GORAKHPUR,26.328658,83.796855,28.566666666666666,42.78333333333333,28.7,1.3816666666666668,27.8,39.5,32.7,1.47
Deoria Bhatpar Rani Dharkwan,GORAKHPUR,26.281971,83.98506,31.416666666666668,37.55,31.033333333333335,1.4116666666666666,29.5,35.9,34.6,1.48
Deoria Salempur Manihari,GORAKHPUR,26.324727,83.895237,31.033333333333335,41.38333333333333,27.583333333333332,1.3833333333333333,28.6,39.2,32.2,1.48
Deoria Bhatani Mishrauli Dichit,GORAKHPUR,26.395355,83.950282,31.383333333333333,39.68333333333333,28.933333333333334,1.4216666666666666,29.7,38.5,31.8,1.5
Deoria Tarkulwa Tarkulwa,GORAKHPUR,26.627487,83.890943,32.56666666666667,37.61666666666667,29.833333333333332,1.405,30.9,36.8,32.4,1.48
Devrar_1,BANDA,25.263486,80.427572,33.96666666666667,39.13333333333333,26.9,1.4849999999999999,31.5,38.1,30.4,1.57
Etah Aavagarh Badhawali,AGRA,27.527159,78.372312,46.5,31.233333333333334,22.266666666666666,1.4216666666666666,43.6,30.5,25.8,1.52
Etah Jalesar Hasangarh,AGRA,27.492,78.351,45.333333333333336,30.783333333333335,23.966666666666665,1.4316666666666669,42.9,30.6,26.5,1.53
Dhikauli,JHANSI,25.4936,78.45125,37.266666666666666,35.43333333333333,27.3,1.4866666666666668,36.3,37.2,26.5,1.54
Etah Jalesar Sakrauli,AGRA,27.39305,78.30936,39.81666666666667,34.06666666666667,26.166666666666668,1.4083333333333334,36.0,33.4,30.7,1.53
Firozabad Madanpur Rudhawali,AGRA,27.038936,78.7711659,40.53333333333333,35.65,23.833333333333332,1.4016666666666666,35.2,34.6,30.3,1.48
FAREDUPUR PRATHMIK VIDYALAYA,PRATAPGARH,25.728768,81.50885,29.116666666666667,46.36666666666667,24.483333333333334,1.4066666666666665,25.8,44.1,30.1,1.48
Datt Naga_1,BAGHPAT,28.920261,77.401781,39.5,36.68333333333333,23.766666666666666,1.4716666666666667,35.7,35.1,29.3,1.52
GOVINDPUR BILARI PRATHMIK VIDYALAYA,FATEHPUR,25.963732,80.341446,29.933333333333334,44.483333333333334,25.633333333333333,1.385,26.1,42.0,31.9,1.5
Gadhela Panchayat Bhawan,JALAUN,26.233524,79.416822,38.46666666666667,34.56666666666667,26.983333333333334,1.3599999999999999,35.2,34.4,30.3,1.49
Gloragundera/Gewara,LALITPUR,25.15888,78.51844,34.63333333333333,35.166666666666664,30.2,1.4966666666666666,32.5,35.4,32.1,1.53
Gorakhpur Barahalganj Bhatpar (Saukhor),GORAKHPUR,26.332518,83.486744,28.016666666666666,42.46666666666667,29.516666666666666,1.3666666666666667,26.2,40.3,33.5,1.48
Gorakhpur Barahalganj Ojhauli,GORAKHPUR,26.290279,83.477789,30.25,41.38333333333333,28.333333333333332,1.4066666666666665,27.8,39.8,32.4,1.48
Gorakhpur Belghat Belghat,GORAKHPUR,26.432863,83.16397,29.333333333333332,42.333333333333336,28.333333333333332,1.3616666666666668,26.1,38.7,35.2,1.46
Gorakhpur Chargaon Beniganj,GORAKHPUR,26.851039,83.411243,30.566666666666666,44.583333333333336,24.866666666666667,1.41,29.3,42.2,28.5,1.46
Gorakhpur Gola Dhakwarchak,GORAKHPUR,26.405964,83.35375,28.0,45.21666666666667,26.8,1.3733333333333335,25.4,41.8,32.8,1.47
Gorakhpur Gola Gopalpur Patham,GORAKHPUR,26.370555,83.321349,28.966666666666665,44.81666666666667,26.216666666666665,1.3816666666666668,26.0,41.5,32.6,1.48
Gorakhpur Gagaha Gagaha,GORAKHPUR,26.448899,83.437416,29.783333333333335,43.65,26.516666666666666,1.3766666666666665,26.2,40.9,32.8,1.47
Gorakhpur Gola Turkwaliya,GORAKHPUR,26.877581,83.255728,32.766666666666666,40.983333333333334,26.25,1.375,31.7,40.4,27.9,1.47
Gorakhpur Kauriram Dhausa,GORAKHPUR,26.502734,83.395847,31.366666666666667,43.65,24.983333333333334,1.35,28.5,41.1,30.5,1.45
Gorakhpur Kauriram Jagdispur Bhaluwan 2Nd,GORAKHPUR,26.442209,83.437771,31.383333333333333,44.733333333333334,23.85,1.3866666666666667,27.5,42.0,30.6,1.49
Gorakhpur Pali Pali,GORAKHPUR,26.820966,83.199014,31.65,39.016666666666666,29.316666666666666,1.3733333333333335,30.3,38.1,31.5,1.47
Gorakhpur Sahjanwa Kasrol,GORAKHPUR,26.757395,83.15174,32.333333333333336,41.2,26.466666666666665,1.4,29.0,39.0,32.1,1.46
Gorakhpur Sardarnagr Awadpur,GORAKHPUR,26.673028,83.538627,29.516666666666666,44.016666666666666,26.433333333333334,1.3866666666666667,28.2,41.8,30.0,1.48
Gorakhpur Belghat Murarpur,GORAKHPUR,26.416214,83.260961,29.933333333333334,44.15,25.916666666666668,1.3616666666666668,26.7,40.7,32.6,1.43
Gorakhpur Urwa Malhanpar,GORAKHPUR,26.54411,83.288612,29.016666666666666,45.25,25.75,1.3649999999999998,26.6,41.9,31.5,1.45
Goshala Bankat,BANDA,25.557483,80.948938,33.25,41.2,25.55,1.4549999999999998,29.9,38.8,31.3,1.5
Goshala Bada Gaon,BANDA,25.507743,80.645981,31.133333333333333,39.86666666666667,29.016666666666666,1.4283333333333335,28.5,38.5,33.0,1.5
Goshala Basela,HAMIRPUR,25.533503,79.50998,41.833333333333336,32.56666666666667,25.6,1.4666666666666666,39.8,32.7,27.5,1.48
Goshala Churaha,HAMIRPUR,25.731688,79.494467,34.1,37.21666666666667,28.716666666666665,1.4183333333333332,31.8,38.2,30.1,1.48
Goshala Bhadehdu,BANDA,25.462597,80.706021,32.15,41.28333333333333,26.6,1.44,29.4,40.3,30.2,1.52
Goshala Ghuri,BANDA,25.427643,80.564512,32.766666666666666,40.55,26.633333333333333,1.4283333333333335,28.8,37.8,33.5,1.51
Gorakhpur Pali Dumari Niwas,GORAKHPUR,26.850334,83.145914,30.25,42.833333333333336,26.916666666666668,1.403333333333333,28.4,41.1,30.4,1.48
"Gram Panchayat Sachiwalaya / D.B.R. Ambedkar Samudayak Bhawan, Durkhuroo",JHANSI,25.604794,79.305284,39.8,35.483333333333334,24.733333333333334,1.4316666666666664,38.0,36.4,25.6,1.48
Goshala Pachhahan,BANDA,25.532277,80.927357,32.88333333333333,42.06666666666667,25.05,1.4516666666666667,30.5,40.5,29.0,1.48
Grampunchayat Sachiwalaya Deori,SONBHADRA,24.671632,83.147754,24.1,30.65,45.25,1.6133333333333333,24.4,29.4,46.3,1.66
Gyana Majra Pr. Vid.,MUZAFFARNAGAR,29.58694444,77.49777778,36.0,38.233333333333334,25.783333333333335,1.4233333333333331,33.4,36.8,29.7,1.43
Gundaha,HAMIRPUR,25.6046,80.162658,37.31666666666667,38.666666666666664,24.016666666666666,1.4533333333333334,34.9,39.5,25.5,1.5
HARNHAPUR PRATHAMIK VIDYALAYA,PRATAPGARH,25.829221,81.995258,27.6,46.88333333333333,25.533333333333335,1.445,24.4,43.1,32.5,1.54
HOLAGARH PURV MADHYAMIK VIDYALAYA,PRATAPGARH,25.641014,81.774224,30.933333333333334,42.1,26.966666666666665,1.3916666666666666,28.4,38.3,33.4,1.42
Hamirpur Kurara Damar,CHITRAKOOT,25.983688,79.960714,35.8,36.96666666666667,27.266666666666666,1.4383333333333332,31.4,37.2,31.4,1.51
Hamirpur Sarila Purani,CHITRAKOOT,25.755058,79.771884,34.31666666666667,36.13333333333333,29.566666666666666,1.4199999999999997,32.2,36.3,31.5,1.51
Hamirpur Sumerpur Etara,CHITRAKOOT,25.778761,80.1550852,35.56666666666667,35.56666666666667,28.816666666666666,1.4383333333333332,32.9,36.9,30.2,1.51
Hamirpur Sumerpur Para,CHITRAKOOT,25.807394,80.194179,31.366666666666667,42.483333333333334,26.15,1.4133333333333333,27.1,42.9,30.1,1.51
Halwana,SAHARANPUR,30.054007,77.717608,40.18333333333333,35.43333333333333,24.383333333333333,1.3233333333333335,36.1,34.2,29.6,1.3
Hamirpur Kurara Jalokhar,CHITRAKOOT,25.965865,80.021851,32.35,41.1,26.55,1.4333333333333333,28.3,40.9,30.9,1.5
High School & Inter College Boroda,MUZAFFARNAGAR,29.248289,77.433039,38.96666666666667,37.61666666666667,23.4,1.4433333333333331,36.0,35.2,28.7,1.49
Inter Collage Khampar,DEORIA,26.355798,84.059758,32.016666666666666,36.766666666666666,31.216666666666665,1.44,29.6,35.8,34.6,1.5
"Inter College, Sarv Hitakari",BAGHPAT,28.953525,78.291638,34.1,39.61666666666667,26.316666666666666,1.3433333333333335,32.4,38.7,28.9,1.39
"Inter college, Tindwara",BANDA,25.420436,80.363969,32.266666666666666,40.68333333333333,27.05,1.44,29.0,39.6,31.3,1.5
"Irrigation Department, Amawar",SONBHADRA,24.1269591,83.294159,17.233333333333334,43.61666666666667,39.11666666666667,1.66,16.9,37.1,45.9,1.74
Jamalpur_2,LALITPUR,24.92512,78.48457,30.783333333333335,38.93333333333333,30.333333333333332,1.4149999999999998,28.3,39.3,32.3,1.49
Hathras Mursan Chandapa Sandh,AGRA,27.520875,78.04112,41.8,33.13333333333333,25.066666666666666,1.4566666666666666,38.6,32.9,28.5,1.51
Jaunpur Dobhi Bagerwa,VARANASI,25.596996,83.013419,26.6,42.56666666666667,30.866666666666667,1.4416666666666667,24.3,40.2,35.4,1.54
"Janata Inter College, Lachheda",MUZAFFARNAGAR,29.410389,77.658445,34.233333333333334,37.483333333333334,28.283333333333335,1.3966666666666667,31.6,35.3,33.1,1.42
Jaunpur Dobhi Bankati,VARANASI,25.613383,83.012806,26.966666666666665,40.583333333333336,32.4,1.4216666666666666,26.1,38.1,35.8,1.51
Jaunpur Dobhi Kachhawan,VARANASI,25.62784,83.003728,26.55,41.86666666666667,31.6,1.4216666666666666,24.7,38.7,36.6,1.5
Jaunpur Dobhi Kakarapar,VARANASI,25.589937,83.038319,26.866666666666667,42.03333333333333,31.1,1.4366666666666668,24.5,40.0,35.4,1.53
Jauharpur,BANDA,25.708463,80.56846,32.63333333333333,42.86666666666667,24.5,1.4283333333333335,29.5,42.4,28.1,1.5
Jaunpur Jalalpur Katuwani,VARANASI,25.602903,82.852917,26.516666666666666,42.733333333333334,30.716666666666665,1.4116666666666664,23.9,40.8,35.4,1.5
Jaunpur Jalalpur Vanpurwa,VARANASI,25.598358,82.817138,25.95,43.43333333333333,30.616666666666667,1.4416666666666667,24.1,40.5,35.5,1.53
Jaunpur Jalalpur Vind,VARANASI,25.581071,82.845642,26.1,41.8,32.15,1.4649999999999999,22.8,39.7,37.5,1.55
Jaunpur Kerakat  Kharg Senpur,VARANASI,25.598953,82.873162,26.333333333333332,42.68333333333333,31.016666666666666,1.4133333333333333,24.3,39.5,36.2,1.51
Jaunpur Kerakat Mahali,VARANASI,25.579298,82.947359,26.883333333333333,43.45,29.666666666666668,1.45,24.4,40.7,34.9,1.52
Jaunpur Kerakat Nihalapur,VARANASI,25.58865,82.891742,26.033333333333335,43.2,30.733333333333334,1.4166666666666667,23.7,40.3,36.0,1.49
Jaunpur Rampur Kamaruddin,VARANASI,25.435949,82.712692,28.416666666666668,41.9,29.683333333333334,1.4716666666666667,25.3,39.8,34.9,1.56
Jaunpur Rampur Kathwatiya,VARANASI,25.441039,82.700215,29.166666666666668,43.0,27.833333333333332,1.4766666666666666,26.8,41.5,31.7,1.56
Jaunpur Kerakat Barbaspur (Sohani),VARANASI,25.598945,82.873246,26.333333333333332,42.68333333333333,31.016666666666666,1.4133333333333333,24.3,39.5,36.2,1.51
Jaunpur Rampur Sultanpur,VARANASI,25.461207,82.638461,29.366666666666667,42.43333333333333,28.216666666666665,1.4916666666666667,26.2,39.7,34.1,1.55
Jaurahi_1,BANDA,25.482499,80.438701,32.7,39.833333333333336,27.416666666666668,1.4416666666666667,29.9,40.2,29.8,1.5
"Jr. High School, Purwa Tarouha",CHITRAKOOT,25.2842,81.2466,34.05,37.3,28.566666666666666,1.4866666666666668,32.7,37.0,30.3,1.56
KOSHAK IMAM PRATHMIK VIDYALAYA,KAUSHAMBI,25.355687,81.389265,35.13333333333333,38.666666666666664,26.2,1.4866666666666666,32.1,37.4,30.5,1.56
Junior High School Sihiriya,JHANSI,25.244208,78.522504,41.36666666666667,33.166666666666664,25.466666666666665,1.4733333333333332,37.6,33.8,28.6,1.53
Kamhariya_1,HAMIRPUR,25.70844,80.03506,33.7,39.8,26.55,1.4333333333333333,31.6,41.8,26.7,1.51
Jaunpur Rampur Kaseru Nonara,VARANASI,25.476637,82.620935,29.483333333333334,43.45,27.116666666666667,1.475,26.4,41.4,32.2,1.55
Kandhari Kala,LALITPUR,25.18166,78.56607,41.96666666666667,33.3,24.716666666666665,1.4766666666666666,38.5,33.9,27.6,1.53
Khedki_1,BAGHPAT,29.038889,77.237337,39.5,35.583333333333336,24.883333333333333,1.4833333333333334,36.2,35.5,28.3,1.53
Khojapur,AZAMGARH,26.068889,83.238889,26.8,43.38333333333333,29.766666666666666,1.3733333333333335,24.1,40.4,35.5,1.48
Kukwa Khaas,BANDA,25.73427,80.40697157,34.2,41.31666666666667,24.516666666666666,1.4466666666666665,31.2,41.5,27.3,1.51
Khursropur,MUZAFFARNAGAR,29.513333,77.576389,34.983333333333334,37.06666666666667,27.95,1.4166666666666667,32.5,35.7,31.7,1.43
Kushinagar Captanganj Captanganj,GORAKHPUR,26.929571,83.722809,30.2,41.9,27.9,1.38,28.8,42.0,29.3,1.48
Kushinagar Captanganj Senduriya Vishunpur,GORAKHPUR,26.853547,83.570716,29.7,44.983333333333334,25.333333333333332,1.355,29.0,43.5,27.5,1.45
Kusarma,MAHOBA,25.474473,79.705984,34.95,41.233333333333334,23.816666666666666,1.4733333333333334,33.1,41.7,25.1,1.48
Kushinagar Dudhai Dudhai,GORAKHPUR,26.797767,84.156572,32.416666666666664,44.03333333333333,23.583333333333332,1.3866666666666667,30.8,42.8,26.4,1.41
Kushinagar Dudhai Gorariya,GORAKHPUR,26.842403,84.1513214,35.516666666666666,40.53333333333333,23.95,1.3883333333333332,33.5,39.0,27.5,1.41
Kushinagar Dudhai Lala Chhapra,GORAKHPUR,26.816625,84.087488,34.13333333333333,41.35,24.516666666666666,1.375,33.4,40.2,26.5,1.4
Kushinagar Fazilnagar  Belwakala,GORAKHPUR,26.641525,84.032483,32.13333333333333,39.65,28.216666666666665,1.4083333333333334,29.9,38.4,31.7,1.46
