Station,District,lat,lon,sand_0_30,silt_0_30,clay_0_30,bdod_0_30,sand_60_100,silt_60_100,clay_60_100,bdod_60_100
Kushinagar Khadda Basdila,GORAKHPUR,27.17613,83.885634,31.766666666666666,43.733333333333334,24.5,1.3966666666666667,32.1,40.8,27.1,1.46
Kushinagar Fazilnagar Jokwa Bujurg,GORAKHPUR,26.69364,84.013048,31.0,40.85,28.15,1.4149999999999998,29.2,40.3,30.5,1.46
Kushinagar Khadda Khadda,GORAKHPUR,26.863188,83.958825,31.133333333333333,42.833333333333336,26.033333333333335,1.4149999999999998,29.5,42.0,28.5,1.43
Kushinagar Fazilnagar Narayanpur Khoti,GORAKHPUR,26.585795,84.010243,32.53333333333333,34.483333333333334,32.983333333333334,1.4566666666666666,30.5,33.7,35.8,1.52
Kushinagar Motichak Mathauli Bazar,GORAKHPUR,26.857247,83.748407,30.166666666666668,42.18333333333333,27.65,1.38,29.2,42.5,28.3,1.46
Kushinagar Sewarhi  Rampur Bagra N0.2,GORAKHPUR,26.615684,84.3281556,33.9,38.4,27.7,1.3516666666666668,34.6,36.9,28.5,1.37
Kushinagar Motichak Motichak,GORAKHPUR,26.788696,83.716851,29.7,41.6,28.7,1.365,29.4,41.0,29.6,1.43
Kushinagar Sewarhi Sewarhi,GORAKHPUR,26.724761,84.216518,35.416666666666664,39.96666666666667,24.6,1.375,34.2,39.3,26.5,1.41
Kushinagar Tamkuhi Rajwatiya,GORAKHPUR,26.689937,84.115806,35.65,36.833333333333336,27.55,1.4016666666666666,32.2,36.4,31.4,1.42
Kushinagar Tamkuhi Tamkuhi,GORAKHPUR,26.88383,84.012076,32.733333333333334,40.75,26.483333333333334,1.3949999999999998,30.9,40.2,28.9,1.43
Lagdi Gullar Prathmik Vidyalaya,SHRAWASTI,27.596,81.7717,33.78333333333333,38.95,27.283333333333335,1.3916666666666666,32.7,37.3,30.1,1.44
MANDHATA PURV MADHYAMIK VIDYALAYA,PRATAPGARH,25.794536,81.88136,29.633333333333333,42.21666666666667,28.15,1.4,28.0,40.3,31.8,1.48
Madarpur_1,HAMIRPUR,25.64685518,80.1016,36.333333333333336,37.25,26.416666666666668,1.4533333333333334,32.8,37.2,30.0,1.51
"Madhyamik Vidhyalaya, Dulha Daul",MIRZAPUR,25.0510555,82.7976881,28.433333333333334,36.61666666666667,34.93333333333333,1.5433333333333334,29.8,37.0,33.2,1.59
Ladaka Purwa,BANDA,25.50235471,80.35637947,31.966666666666665,38.733333333333334,29.25,1.44,29.2,39.4,31.4,1.51
Maharajganj Dhani Nausagar,GORAKHPUR,27.170024,83.18968,29.05,42.3,28.6,1.4216666666666666,28.0,42.5,29.5,1.5
Luktra,BANDA,25.610073,80.320509,36.55,37.833333333333336,25.583333333333332,1.4333333333333333,34.3,37.5,28.2,1.51
Maharajganj Nautanwa Purniha,GORAKHPUR,27.37898,83.710192,30.35,44.083333333333336,25.533333333333335,1.4066666666666665,32.2,42.3,25.5,1.48
Maharajganj Mithaura Madanpura,GORAKHPUR,27.284935,83.691957,31.85,41.2,26.95,1.3883333333333332,31.5,41.6,26.8,1.41
Maharajganj Nichlaul Balaekhor,GORAKHPUR,27.23984,83.750953,31.6,41.06666666666667,27.333333333333332,1.4133333333333333,31.3,40.5,28.3,1.47
Maharajganj Nichlaul Garaura,GORAKHPUR,27.428224,83.448121,26.6,46.86666666666667,26.45,1.4116666666666664,25.0,47.5,27.5,1.47
Maharajganj Nautanwa Sampatiha,GORAKHPUR,27.349231,83.374206,22.983333333333334,47.75,29.2,1.403333333333333,22.7,47.3,30.0,1.46
Maharajganj Siswa Siswa,GORAKHPUR,27.141974,83.767362,29.833333333333332,41.53333333333333,28.633333333333333,1.3933333333333333,29.3,39.4,31.2,1.47
Mahgaon (UP-031),KAUSHAMBI,25.508611,81.6138994,31.533333333333335,44.03333333333333,24.4,1.4633333333333334,27.2,43.4,29.5,1.53
Mahoba Charkhari Kuaan,CHITRAKOOT,25.547944,79.880034,33.916666666666664,42.233333333333334,23.85,1.4483333333333335,31.8,43.5,24.7,1.49
Mahoba Charkhari Natara,CHITRAKOOT,25.463484,79.828343,35.166666666666664,40.6,24.183333333333334,1.4683333333333333,33.9,40.7,25.4,1.49
Mahoba Charkhari Padha,CHITRAKOOT,25.486655,79.879987,35.0,41.45,23.6,1.4733333333333334,33.7,42.3,24.0,1.49
Mahoba Kabrai Karaha,CHITRAKOOT,25.48727,80.086818,37.333333333333336,38.85,23.816666666666666,1.4533333333333334,34.5,39.4,26.1,1.49
Mahoba Jaitpur saguniyamaph,CHITRAKOOT,25.175313,79.466089,43.6,31.866666666666667,24.566666666666666,1.4433333333333331,41.2,31.7,27.1,1.5
Mahoba Panwari Didvara,CHITRAKOOT,25.381003,79.45285,39.4,34.65,25.95,1.4483333333333333,35.9,34.3,29.8,1.47
Maharajganj Mithaura Bhagatar,GORAKHPUR,27.219543,83.661949,30.233333333333334,40.983333333333334,28.75,1.3983333333333334,29.6,40.2,30.3,1.47
Mainpuri Karhal Naglamdari,AGRA,27.101155,78.986265,45.233333333333334,29.466666666666665,25.283333333333335,1.4083333333333334,42.1,28.9,29.1,1.48
Mainpuri Karhal Mohabbatpur,AGRA,26.961816,79.017749,38.03333333333333,36.53333333333333,25.516666666666666,1.3966666666666667,36.1,36.2,27.6,1.45
Mainpuri Karhal Takhrau,AGRA,28.994016,78.995099,34.71666666666667,37.21666666666667,28.05,1.3266666666666669,33.2,36.7,30.1,1.36
Mainpuri Karhal Timrakh,AGRA,27.069532,79.096808,43.7,33.733333333333334,22.583333333333332,1.4016666666666666,41.2,32.9,25.9,1.49
Mankuwar,CHITRAKOOT,25.24603172,81.41526157,33.0,35.516666666666666,31.483333333333334,1.5,32.1,34.4,33.4,1.56
Mandi Samiti-Muzaffar Nagar-Medium,MUZAFFARNAGAR,29.486809,77.686751,37.03333333333333,32.4,30.566666666666666,1.4116666666666664,34.0,31.2,34.8,1.41
Mathura Baldeo  Khanpur,AGRA,27.431282,77.785794,39.96666666666667,32.0,28.066666666666666,1.4433333333333331,37.2,30.9,31.9,1.51
Mathura Chhata Chandauri,AGRA,27.771346,77.50228,41.03333333333333,30.866666666666667,28.05,1.4349999999999998,39.6,32.1,28.3,1.53
Mathura Chhata Sher Nagar,AGRA,27.860366,77.534875,45.35,28.65,26.0,1.4433333333333331,44.2,29.7,26.1,1.5
Mathura Chaumuha Navagaon-11,AGRA,27.706068,77.605101,41.53333333333333,32.78333333333333,25.683333333333334,1.4583333333333333,38.6,33.3,28.1,1.48
Mathura Nandgaon Nandgaon Dehat,AGRA,27.716469,77.385499,41.55,31.15,27.25,1.4633333333333334,40.2,31.8,28.0,1.5
Mathura Nandgaon Vathainkala,AGRA,27.777899,77.38627,41.333333333333336,30.516666666666666,28.15,1.4716666666666667,39.0,30.9,30.1,1.51
Mathura Pharah Nagala Medhaki,AGRA,27.35226,77.72607,41.0,32.233333333333334,26.733333333333334,1.4283333333333335,39.1,31.2,29.6,1.49
Mathura Rayan Kharaba,AGRA,27.573159,77.793496,41.9,33.11666666666667,24.983333333333334,1.4533333333333334,38.6,32.0,29.3,1.51
Mathura Naujheel Badharra,AGRA,27.871051,77.687433,44.583333333333336,29.95,25.416666666666668,1.4466666666666665,41.1,29.7,29.2,1.48
Mahoba Kabrai Sisri Kala,CHITRAKOOT,25.464895,80.093568,39.31666666666667,35.4,25.366666666666667,1.4633333333333334,38.0,36.2,25.8,1.49
Meerut Sardhana Chhabariya,MEERUT,29.156717,77.577927,37.46666666666667,37.25,25.316666666666666,1.4316666666666669,34.5,35.4,30.1,1.44
Meerut Janikhurd Afjalpur Pavati,MEERUT,28.981737,77.610493,36.95,38.983333333333334,24.05,1.4266666666666665,34.6,36.8,28.6,1.46
Meerut Janikhurd Satvai,MEERUT,29.010587,77.545764,36.25,39.31666666666667,24.433333333333334,1.4416666666666667,33.7,36.4,29.9,1.45
"Nagar Palika Campus, Gyanpur",SANT RAVIDAS NAGAR,25.3332077,82.4683371,28.233333333333334,42.61666666666667,29.15,1.48,25.5,41.1,33.4,1.54
Murwa_1,BANDA,25.29273,80.40833,31.416666666666668,39.78333333333333,28.866666666666667,1.46,29.1,38.5,32.3,1.52
Narajit,BANDA,25.81312,80.29355,36.28333333333333,37.38333333333333,26.383333333333333,1.4316666666666669,33.8,38.3,27.9,1.51
Niwabhari Prathmik Vidyalaya,SHRAWASTI,27.7121,81.80311,36.13333333333333,39.05,24.866666666666667,1.3966666666666667,35.8,37.5,26.7,1.48
Navrasia,AZAMGARH,25.7725,83.186111,24.7,46.93333333333333,28.416666666666668,1.3866666666666667,22.5,44.9,32.7,1.5
"Office of the Development Officer, Dakore",JALAUN,25.875155,79.424354,38.53333333333333,34.85,26.616666666666667,1.4233333333333331,35.3,33.7,31.0,1.49
"Office of Assistant Director, Resham",SONBHADRA,24.70463,83.016432,25.516666666666666,31.383333333333333,43.1,1.6316666666666668,25.7,31.6,42.7,1.72
Naglakabu_1,MEERUT,28.897382,77.800233,35.11666666666667,40.86666666666667,24.033333333333335,1.41,31.3,38.0,30.6,1.44
P.S Engohata,HAMIRPUR,25.754925,80.11454,34.7,37.583333333333336,27.766666666666666,1.4516666666666667,32.2,38.7,29.1,1.49
PAHARPUR BARIGAWA PRATHMIK VIDYALAYA,FATEHPUR,25.961711,80.363301,29.316666666666666,44.8,25.883333333333333,1.3933333333333333,25.7,42.4,31.9,1.5
PRIMARY SCHOOL BAKAR GANJ,KAUSHAMBI,25.387514,81.305159,34.71666666666667,38.983333333333334,26.283333333333335,1.4316666666666664,31.7,36.9,31.3,1.51
PRIMARY SCHOOL RAMUGHAT,GORAKHPUR,26.89764,83.29065,28.966666666666665,40.53333333333333,30.45,1.365,28.8,40.1,31.1,1.49
Paderi,BANDA,25.80037425,80.44327684,34.083333333333336,40.55,25.416666666666668,1.4166666666666667,32.5,40.0,27.4,1.5
Pahara_2,CHITRAKOOT,25.228827,80.786165,38.25,32.3,29.45,1.4733333333333334,37.7,32.2,30.0,1.56
Palhari_1,BANDA,25.47025,80.364346,30.716666666666665,43.06666666666667,26.216666666666665,1.4466666666666665,27.1,41.7,31.2,1.52
Panchayat Bhawan  Suhel,CHITRAKOOT,25.325606,81.308109,32.86666666666667,41.28333333333333,25.85,1.4833333333333334,31.1,39.4,29.5,1.56
"Panchayat Bhawan , Jafarabad Nagla",BAGHPAT,29.0172,77.308,39.06666666666667,35.483333333333334,25.45,1.4666666666666666,36.7,36.4,26.8,1.53
Panchayat Bhawan Usmanpur,BUDAUN,28.121016,78.671116,38.96666666666667,35.06666666666667,25.966666666666665,1.3316666666666668,37.4,34.9,27.8,1.46
"Panchayat Bhawan, Dohri",MIRZAPUR,25.1685239,83.1094358,26.183333333333334,36.96666666666667,36.85,1.4516666666666667,26.5,35.6,38.0,1.49
Panchayat Bhawan Kuda Nar Singhpur,BUDAUN,28.005664,78.98789,37.18333333333333,40.7,22.166666666666668,1.3633333333333333,33.9,38.7,27.5,1.48
"Panchayat Bhawan, Kul Doomri",SONBHADRA,24.2102896,82.8047791,17.966666666666665,46.0,36.03333333333333,1.6466666666666667,17.5,41.3,41.2,1.75
Patanpur_1,HAMIRPUR,25.755958,80.054172,36.0,36.233333333333334,27.766666666666666,1.4433333333333331,33.4,37.1,29.5,1.49
"Panchayat Bhwan, Kon",SONBHADRA,24.3397623,83.3637455,19.733333333333334,41.63333333333333,38.63333333333333,1.5733333333333335,19.1,34.7,46.3,1.66
Pathrodi,CHITRAKOOT,25.21556,80.83345,38.65,35.483333333333334,25.866666666666667,1.4766666666666666,37.1,36.1,26.8,1.56
Piparaond,CHITRAKOOT,25.279,81.303,33.083333333333336,38.916666666666664,28.016666666666666,1.4633333333333334,29.8,37.1,33.1,1.54
Perthivipur Nayakh,JHANSI,25.204661,78.49704,38.583333333333336,30.383333333333333,30.983333333333334,1.4733333333333332,36.4,31.9,31.7,1.53
Pipraundha,HAMIRPUR,25.72944441,80.06851122,33.35,39.03333333333333,27.566666666666666,1.4416666666666667,31.4,40.6,28.1,1.51
"Prathmik Vidhyala, Riawali Nagla",MUZAFFARNAGAR,29.246667,77.527235,37.31666666666667,38.083333333333336,24.566666666666666,1.4366666666666665,34.3,35.3,30.4,1.49
Poorv Madhamik Vidhyalaya Kaseti,ETAH,27.583061,78.649359,47.016666666666666,30.466666666666665,22.516666666666666,1.44,43.7,30.2,26.0,1.53
Prathmik Vidhyalaya Barha,JALAUN,26.104594,79.108455,37.56666666666667,38.25,24.15,1.4233333333333333,33.9,36.9,29.2,1.49
Prathmik Vidhyalaya Mahugarh,MIRZAPUR,24.838229,82.263095,36.38333333333333,29.1,34.483333333333334,1.6283333333333332,35.6,27.4,37.0,1.65
Prathmik Vidhyalaya Bant,LALITPUR,24.495771,78.370748,28.2,40.38333333333333,31.416666666666668,1.5650000000000002,26.3,40.0,33.7,1.69
Prathmik Vidhyalaya Pahalgaon,JHANSI,25.543517,78.636492,41.65,33.06666666666667,25.333333333333332,1.4716666666666667,38.8,32.8,28.3,1.52
Prathmik Vidhyalaya Manohari,JALAUN,25.990895,79.252945,36.05,36.38333333333333,27.566666666666666,1.41,33.0,35.6,31.4,1.49
Prathmik Vidhyalaya Takuli (Durahi Maafi),BANDA,25.367995,80.523181,34.56666666666667,37.71666666666667,27.733333333333334,1.4616666666666667,31.1,36.0,32.9,1.52
Prathmik Vidhyalaya Sirasiya Pawar,DEORIA,26.365128,84.155879,34.5,36.25,29.25,1.3733333333333335,33.0,35.4,31.7,1.38
Prathmik Vidhyalaya Pipra Sarvan,DEORIA,26.219622,83.901575,29.566666666666666,43.15,27.283333333333335,1.405,27.5,41.0,31.6,1.49
"Prathmik Vidhyalaya, AhmadShahPur Padra",BAGHPAT,28.983832,77.301215,39.266666666666666,35.0,25.733333333333334,1.4783333333333333,35.7,35.3,29.0,1.52
"Prathmik Vidhyalaya, Bichpari Kamali",BAGHPAT,29.018045,77.297872,39.68333333333333,35.2,25.116666666666667,1.4633333333333334,37.5,34.3,28.2,1.51
"Prathmik Vidhyalaya, Biharipur",BAGHPAT,29.041019,77.21419,40.083333333333336,34.96666666666667,24.883333333333333,1.4833333333333334,37.0,34.7,28.3,1.56
"Prathmik Vidhyalaya, Didhora  Sadullapur",BAGHPAT,29.032115,77.296782,38.68333333333333,36.983333333333334,24.333333333333332,1.465,36.4,35.8,27.8,1.51
"Prathmik Vidhyalaya, Gwalikhera",BAGHPAT,29.015218,77.340526,38.05,37.733333333333334,24.183333333333334,1.4583333333333333,35.6,35.6,28.8,1.5
"Prathmik Vidhyalaya, Doula",BAGHPAT,28.95697,77.336225,36.6,37.666666666666664,25.733333333333334,1.4833333333333334,35.3,36.1,28.6,1.51
"Prathmik Vidhyalaya, Katiliaha",FATEHPUR,25.947553,80.538464,33.4,43.85,22.75,1.403333333333333,29.9,42.7,27.4,1.5
"Prathmik Vidhyalaya, Khera Islampur",BAGHPAT,29.04786,77.24112,39.81666666666667,35.8,24.35,1.4616666666666667,36.8,34.9,28.3,1.51
"Prathmik Vidhyalaya, Khampur",BAGHPAT,29.060907,77.189343,37.06666666666667,39.31666666666667,23.616666666666667,1.4683333333333333,34.3,37.9,27.8,1.53
"Prathmik Vidhyalaya, Makarndpur",FATEHPUR,25.971392,80.327558,31.033333333333335,43.18333333333333,25.733333333333334,1.3816666666666668,27.1,41.4,31.4,1.5
"Prathmik Vidhyalaya, Medpur",MEERUT,28.969047,77.80315,36.03333333333333,39.3,24.666666666666668,1.403333333333333,32.2,36.1,31.7,1.46
"Prathmik Vidhyalaya, Nehlawa",SIDDHARTHNAGAR,27.220485,82.895274,30.2,42.38333333333333,27.4,1.3900000000000001,29.0,41.8,29.2,1.48
"Prathmik Vidhyalaya, Ramnagar",BAGHPAT,29.021858,77.382751,39.666666666666664,36.916666666666664,23.45,1.4516666666666667,37.0,34.1,28.9,1.49
"Prathmik Vidhyalaya, Phaprana",GHAZIABAD,28.833155,77.553142,38.416666666666664,38.7,22.95,1.4233333333333331,34.6,36.9,28.5,1.48
"Prathmik Vidhyalaya, Sikhera_1",BAGHPAT,28.918155,77.368565,39.733333333333334,35.75,24.5,1.4616666666666667,36.9,35.3,27.9,1.51
"Prathmik Vidhyalaya, Taizullahpur",BAGHPAT,29.02142,77.204972,39.78333333333333,36.266666666666666,23.95,1.4633333333333334,36.2,35.5,28.3,1.51
"Prathmik Vidhyalaya, Thavai",FATEHPUR,25.858831,80.592363,30.883333333333333,47.016666666666666,22.116666666666667,1.3883333333333332,29.0,46.1,24.9,1.5
"Prathmik Vidhyalaya, Shahjahanpur_1",GHAZIABAD,28.839868,77.620735,38.016666666666666,37.65,24.366666666666667,1.4233333333333331,35.2,36.9,28.0,1.48
"Pratmik Vidhyalaya, Kakaruwa",LALITPUR,24.469372,78.630085,24.25,41.416666666666664,34.28333333333333,1.6216666666666668,23.1,40.6,36.2,1.68
Priamry School Mukasim,SONBHADRA,24.770778,82.926456,20.35,37.95,41.666666666666664,1.6766666666666665,19.1,36.4,44.5,1.75
"Primary  School, Nawada Kalan",SANT RAVIDAS NAGAR,25.4286191,82.5155066,30.416666666666668,41.95,27.683333333333334,1.475,28.4,40.9,30.7,1.53
"Primary / Composite School, Banwaripur",BAGHPAT,29.055191,77.522527,37.45,38.53333333333333,24.016666666666666,1.4366666666666668,33.9,36.7,29.4,1.44
"Primary / Composite School, Jainpur",BAGHPAT,29.130855,77.514345,36.71666666666667,37.233333333333334,26.066666666666666,1.403333333333333,33.9,36.1,29.9,1.46
"Primary / Composite School, Chiraudi",MEERUT,29.150527,77.679529,36.55,37.666666666666664,25.783333333333335,1.3916666666666666,33.3,36.2,30.5,1.44
"Primary / Composite School, Mahalaka",MEERUT,29.151556,77.777042,32.68333333333333,42.28333333333333,25.033333333333335,1.3816666666666668,30.0,40.8,29.3,1.41
"Primary / Composite School, Jasad",BAGHPAT,29.143684,77.520926,37.28333333333333,36.46666666666667,26.216666666666665,1.4116666666666664,34.5,35.3,30.2,1.46
"Primary / Composite School, Pepala",BAGHPAT,28.991386,77.614937,36.766666666666666,38.9,24.35,1.4383333333333332,34.2,36.8,29.1,1.47
Primary School  Bihasara,MIRZAPUR,25.14932,82.344415,29.883333333333333,37.95,32.13333333333333,1.4583333333333333,28.4,36.2,35.3,1.56
"Primary / Composite School, Mohaddinpur",BAGHPAT,28.888823,77.618969,38.36666666666667,37.31666666666667,24.35,1.4683333333333333,35.3,35.8,28.9,1.5
Primary School  Biraura,MIRZAPUR,25.215747,82.449342,29.066666666666666,40.266666666666666,30.716666666666665,1.3483333333333334,27.9,40.0,32.1,1.45
Primary School  Maharaji,GORAKHPUR,26.769306,83.467169,29.233333333333334,45.6,25.166666666666668,1.403333333333333,27.1,42.3,30.7,1.51
Primary School Ashadh,VARANASI,25.257645,82.783523,28.966666666666665,40.266666666666666,30.766666666666666,1.4566666666666668,26.6,38.6,34.8,1.53
Primary School Babura,MIRZAPUR,25.2154433,82.4476865,28.933333333333334,40.06666666666667,31.0,1.5066666666666668,27.5,39.7,32.8,1.57
Primary School Bargdhi,GORAKHPUR,26.873247,83.465318,29.683333333333334,40.9,29.416666666666668,1.3683333333333332,29.3,39.6,31.1,1.42
Primary School Bilona,FATEHPUR,25.950892,80.585982,29.333333333333332,45.5,25.15,1.4199999999999997,26.8,43.4,29.8,1.5
Primary School Campus Aurangabad,AZAMGARH,25.918269,82.842979,28.316666666666666,38.81666666666667,32.88333333333333,1.3766666666666667,26.9,37.1,36.0,1.44
Primary School Baijnathpur,GORAKHPUR,26.849192,83.36995,31.316666666666666,40.53333333333333,28.2,1.3983333333333334,29.1,38.2,32.7,1.48
Primary School Bhata Diha,GORAKHPUR,26.461038,83.192317,30.533333333333335,43.36666666666667,26.2,1.3616666666666668,27.4,40.7,32.0,1.46
Primary School Campus Powai,AZAMGARH,26.17301,82.724903,26.35,45.78333333333333,27.9,1.3616666666666668,24.2,43.6,32.3,1.42
Primary School Campus Sikraura,AZAMGARH,25.749317,82.96128,23.366666666666667,44.233333333333334,32.45,1.4200000000000002,21.8,42.9,35.3,1.5
Primary School Charkonwa,SONBHADRA,24.70805,83.285343,21.4,35.11666666666667,43.5,1.6166666666666667,20.2,33.8,46.0,1.67
Primary School Chobla,MEERUT,28.990055,77.525258,38.13333333333333,37.68333333333333,24.2,1.4383333333333332,35.2,35.2,29.6,1.45
Primary School Cholahe,SHRAWASTI,27.785702,82.021451,36.68333333333333,42.3,20.966666666666665,1.3866666666666667,36.3,43.0,20.7,1.44
Primary School Didhai,SIDDHARTHNAGAR,27.07485,82.836878,31.0,41.43333333333333,27.516666666666666,1.3583333333333334,29.4,40.1,30.4,1.46
Primary School Dohriya,GORAKHPUR,26.790972,83.276767,30.55,40.833333333333336,28.616666666666667,1.3933333333333333,28.3,38.4,33.3,1.47
Primary School English Medium Qutubpur Labdauna,SAHARANPUR,29.863856,77.582519,37.05,35.266666666666666,27.683333333333334,1.3816666666666668,36.0,35.1,28.9,1.43
Primary School Gudha,LALITPUR,24.576391,78.83249,27.1,39.88333333333333,33.016666666666666,1.6216666666666666,24.3,38.6,37.1,1.69
Primary School Harivanshpur,SIDDHARTHNAGAR,27.354405,83.262064,25.933333333333334,45.6,28.466666666666665,1.4083333333333334,25.6,46.4,28.0,1.47
Primary School Harinahpur,MIRZAPUR,25.144713,82.617596,29.6,33.266666666666666,37.13333333333333,1.495,28.1,32.8,39.1,1.56
Primary School Jagdishpur Pratham,GORAKHPUR,26.908421,83.369819,29.366666666666667,41.266666666666666,29.316666666666666,1.35,29.7,40.2,30.1,1.45
Primary School Jainpur,GORAKHPUR,26.901924,83.431349,29.483333333333334,41.63333333333333,28.883333333333333,1.3283333333333334,29.8,41.0,29.2,1.44
Primary School Jagannathpur,BAREILLY,28.391064,79.106635,36.75,37.15,26.133333333333333,1.3416666666666666,33.9,37.1,29.0,1.45
Primary School Chandrapur Bichpuri,BAREILLY,28.375688,79.469907,36.083333333333336,39.96666666666667,23.95,1.345,31.6,38.5,30.0,1.41
Primary School Jairampur,JALAUN,26.073342,79.736915,36.18333333333333,36.233333333333334,27.583333333333332,1.3883333333333332,32.4,35.5,32.2,1.52
Primary School Jamunia,MIRZAPUR,25.051105,82.429218,33.15,33.95,32.93333333333333,1.4883333333333333,32.9,33.1,33.9,1.58
Primary School Jatmujheda,MUZAFFARNAGAR,29.467576,77.812204,35.916666666666664,36.1,27.983333333333334,1.3800000000000001,34.9,34.5,30.6,1.4
Primary School Karwal,GORAKHPUR,26.4079892,83.4524448,29.95,43.05,27.05,1.3733333333333335,27.6,40.2,32.2,1.5
Primary School Keshawpur Pratham,GORAKHPUR,26.762616,83.247742,32.36666666666667,40.65,26.983333333333334,1.34,29.7,37.7,32.6,1.41
Primary School Kucharam,CHITRAKOOT,25.355584,80.937801,39.55,36.36666666666667,24.066666666666666,1.4683333333333333,36.3,36.6,27.1,1.54
Primary School Kurdi,BAGHPAT,29.242923,77.158297,40.1,36.333333333333336,23.583333333333332,1.4816666666666667,35.2,34.3,30.5,1.53
Primary School Masuri,GHAZIABAD,28.689048,77.546232,39.983333333333334,36.333333333333336,23.683333333333334,1.4533333333333331,37.0,36.2,26.7,1.48
Primary School Madari,FATEHPUR,26.001147,80.32093,28.75,45.46666666666667,25.783333333333335,1.3633333333333333,25.0,42.9,32.1,1.5
Primary School Mohammadpur Gurjar,SAHARANPUR,29.713612,77.301148,36.766666666666666,35.88333333333333,27.366666666666667,1.4316666666666664,35.7,35.1,29.2,1.44
Primary School Mainhe hardo,SIDDHARTHNAGAR,27.169413,82.741091,31.783333333333335,42.4,25.816666666666666,1.3583333333333334,30.3,41.5,28.2,1.43
"Primary School No.1, Bitaoda",MUZAFFARNAGAR,29.249461,77.462947,36.71666666666667,39.083333333333336,24.183333333333334,1.4416666666666667,32.1,38.3,29.6,1.46
Primary School Nandapur,FATEHPUR,26.046211,80.522639,30.283333333333335,42.75,26.933333333333334,1.3766666666666665,28.0,40.4,31.6,1.49
Primary School Odaraha,VARANASI,26.375212,82.747088,27.05,46.75,26.15,1.3716666666666666,24.6,43.6,31.8,1.42
Primary School No. 1 Barawad,BAGHPAT,29.075979,77.326252,39.78333333333333,35.11666666666667,25.1,1.4666666666666666,36.7,33.8,29.5,1.52
Primary School Radnool Azizpur,BUDAUN,28.175687,78.640889,37.9,39.63333333333333,22.483333333333334,1.3616666666666668,34.8,36.7,28.5,1.46
Primary School Pahara,ETAH,27.54868,79.129681,41.81666666666667,36.15,21.983333333333334,1.3783333333333334,38.7,34.1,27.2,1.47
"Primary School Sahjanwa , Pratham Pipra",GORAKHPUR,26.751279,83.208295,31.216666666666665,43.18333333333333,25.6,1.3633333333333333,28.6,41.4,30.0,1.46
Primary School Sahori,ETAH,27.594107,79.006204,39.46666666666667,35.38333333333333,25.133333333333333,1.3816666666666668,36.4,35.4,28.2,1.5
Primary School Salawa,MEERUT,29.227554,77.661928,36.833333333333336,39.45,23.716666666666665,1.4416666666666667,33.0,37.6,29.5,1.45
Primary School Sanda-Sanee,BANDA,25.501033,80.878924,33.333333333333336,40.46666666666667,26.166666666666668,1.46,32.1,39.0,28.9,1.5
Primary School Shekhpuri,MEERUT,28.997029,77.591019,36.95,39.95,23.083333333333332,1.4466666666666665,34.7,36.9,28.5,1.44
Primary School Sonda,GHAZIABAD,28.838694,77.523594,39.516666666666666,37.3,23.133333333333333,1.4383333333333332,35.5,35.7,28.8,1.49
Primary School Rathoda,BAGHPAT,29.206348,77.211355,37.18333333333333,37.516666666666666,25.35,1.4516666666666667,34.6,36.6,28.8,1.48
Primary School Vamanpura,BUDAUN,27.849259,79.32002,39.63333333333333,38.166666666666664,22.2,1.335,36.8,36.4,26.8,1.44
Primary School chandsina,MUZAFFARNAGAR,29.290644,77.666145,33.333333333333336,41.55,25.15,1.4083333333333334,28.6,39.0,32.4,1.46
Primary School kakrehwa,SIDDHARTHNAGAR,27.409922,83.214324,25.716666666666665,47.266666666666666,27.016666666666666,1.41,25.6,48.8,25.6,1.5
"Primary School,  Todarpur",VARANASI,25.2604258,82.8635575,28.366666666666667,41.5,30.133333333333333,1.4866666666666668,26.6,39.6,33.8,1.57
"Primary School, Asara Bighawati",BAGHPAT,29.245882,77.315409,38.25,38.95,22.783333333333335,1.4566666666666668,34.5,36.6,28.9,1.51
"Primary School, Anrabali",MEERUT,29.022015,77.608379,37.733333333333334,38.35,23.883333333333333,1.4233333333333331,35.3,35.6,29.2,1.45
"Primary School, Baghpokhar",SONBHADRA,24.7949281,82.839969,24.066666666666666,33.3,42.63333333333333,1.6366666666666665,24.6,33.0,42.4,1.71
"Primary School, Bamhauri",JHANSI,25.327954,79.22213,42.766666666666666,32.9,24.333333333333332,1.4633333333333334,40.5,33.0,26.4,1.5
"Primary School, Badagaon bharati form",JHANSI,25.52784,78.573978,39.983333333333334,30.283333333333335,29.783333333333335,1.4533333333333331,38.0,30.7,31.3,1.54
"Primary School, Bartha Lala",DEORIA,26.2619457,83.8599194,30.633333333333333,39.333333333333336,30.033333333333335,1.3666666666666667,28.4,38.0,33.5,1.47
"Primary School, Basti",JALAUN,26.056467,79.183745,35.1,38.483333333333334,26.466666666666665,1.4083333333333334,32.3,37.0,30.7,1.48
"Primary School, Belatal",MAHOBA,25.276829,79.551523,42.81666666666667,33.55,23.6,1.4583333333333333,40.4,33.3,26.3,1.5
"Primary School, Belaukh",SIDDHARTHNAGAR,27.0728875,82.9882,33.5,37.31666666666667,29.166666666666668,1.3783333333333334,31.6,37.5,30.9,1.49
"Primary School, Bgra khisani bujurg",JHANSI,25.277158,78.832417,43.56666666666667,34.11666666666667,22.333333333333332,1.4616666666666667,40.1,35.0,24.9,1.53
